card_name,product,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
ノンフィクション!!,ブースターパック SAPPHIRE MOON,ライブ,ラブライブ！スーパースター!!,,,,yellow,,L,PL!SP-bp4-024-L,"red:3,yellow:5,grey:7",ドロー,6,<ライブ開始時> 自分のセンターエリアにいる『Liella!』のメンバーのコストが、相手のセンターエリアにいるメンバーより高い場合、このカードのスコアを＋１する。 <ライブ開始時> 自分のステージの左サイドエリアにいる『Liella!』のメンバーが red を3つ以上持つ場合、そのメンバーは、ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-024-L.png
Special Color,ブースターパック SAPPHIRE MOON,ライブ,ラブライブ！スーパースター!!,,,,all,,L,PL!SP-bp4-025-L,grey:7,,2,<ライブ開始時> ライブ終了時まで、自分のステージのセンターエリアにいる『Liella!』のメンバーが元々持つ <ブレード> の数は3つになる。 <ライブ成功時> 自分のステージのセンターエリアにいる『Liella!』のメンバーが、このターン中に移動している場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-025-L.png
Wish Song,ブースターパック SAPPHIRE MOON,ライブ,ラブライブ！スーパースター!!,,,,all,,L,PL!SP-bp4-026-L,"red:1,yellow:1,purple:3,grey:6",,4,<ライブ成功時> エールにより公開された自分のカードの中に名前が異なる『Liella!』のメンバーカードが5枚以上ある場合、このカードのスコアを＋１する。 <ライブ成功時> 自分のエネルギーが11枚以上ある場合、カードを2枚引き、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-026-L.png
"Chance Day, Chance Way!",ブースターパック SAPPHIRE MOON,ライブ,ラブライブ！スーパースター!!,,,,all,,L,PL!SP-bp4-027-L,"red:1,grey:2",,1,<ライブ成功時> 自分のステージにいるメンバーが『Liella!』のみの場合、自分のステージにいるメンバーをフォーメーションチェンジしてもよい。(メンバーをそれぞれ好きなエリアに移動させる。この効果で1つのエリアに2人以上のメンバーを移動させることはできない。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-027-L.png
DAISUKI FULL POWER,ブースターパック SAPPHIRE MOON,ライブ,ラブライブ！スーパースター!!,,,,red,,L,PL!SP-bp4-028-L,"red:3,yellow:3,grey:7",ドロー,5,<ライブ開始時> アクティブ状態の自分のエネルギーがある場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-028-L.png
追いかける夢の先で,ブースターパック SAPPHIRE MOON,ライブ,ラブライブ！スーパースター!!,,,,purple,,L,PL!SP-bp4-029-L,"yellow:3,purple:3,grey:4",ドロー,4,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-029-L.png
Second Sparkle,ブースターパック SAPPHIRE MOON,ライブ,ラブライブ！スーパースター!!,,,,all,,L,PL!SP-bp4-030-L,"yellow:2,grey:3",,2,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-030-L.png
μ's,ブースターパック SAPPHIRE MOON,エネルギー,ラブライブ！,,,,,,LLE,PL!-bp4-100-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-100-LLE.png
μ's,ブースターパック SAPPHIRE MOON,エネルギー,ラブライブ！,,,,,,LLE,PL!-bp4-200-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-200-LLE.png
虹ヶ咲学園スクールアイドル同好会,ブースターパック SAPPHIRE MOON,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,,,,,,LLE,PL!N-bp4-100-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-100-LLE.png
虹ヶ咲学園スクールアイドル同好会,ブースターパック SAPPHIRE MOON,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,,,,,,LLE,PL!N-bp4-200-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-200-LLE.png
Liella!,ブースターパック SAPPHIRE MOON,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-bp4-100-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-100-LLE.png
Liella!,ブースターパック SAPPHIRE MOON,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-bp4-200-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-200-LLE.png
高坂穂乃果,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,Printemps,15,"pink:2,yellow:2,purple:2",pink,5,N,PL!-bp4-010-N,,,,<ライブ開始時> <E> 支払ってもよい：ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-010-N.png
絢瀬絵里,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,BiBi,4,"pink:1,purple:1",,1,N,PL!-bp4-011-N,,,,<ライブ開始時> このメンバーをウェイトにしてもよい：ライブ終了時まで、自分のセンターエリアにいる『μ's』のメンバーは、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-011-N.png
園田海未,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,lily white,4,"pink:1,purple:1",,1,N,PL!-bp4-013-N,,,,<ライブ開始時> 手札を1枚控え室に置いてもよい：ライブ終了時まで、自分のステージにいるこのメンバー以外のメンバー1人は、 pink を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-013-N.png
南 ことり,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,Printemps,7,"pink:1,yellow:2",,2,N,PL!-bp4-012-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-012-N.png
星空 凛,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,lily white,9,"pink:1,yellow:1,purple:1",,3,N,PL!-bp4-014-N,,,,<ライブ開始時> 自分のライブ中のライブカードに、 <ライブ開始時> 能力も <ライブ成功時> 能力も持たないカードがある場合、ライブ終了時まで、自分のステージにいるこのメンバー以外のメンバー1人は、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-014-N.png
西木野真姫,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,BiBi,7,"yellow:1,purple:2",,2,N,PL!-bp4-015-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-015-N.png
小泉花陽,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,Printemps,2,yellow:1,yellow,1,N,PL!-bp4-017-N,,,,<ライブ開始時> このメンバーをウェイトにしてもよい：ライブ終了時まで、自分のセンターエリアにいる『μ's』のメンバーは、 <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-017-N.png
東條 希,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,lily white,4,pink:1,pink,2,N,PL!-bp4-016-N,,,,<登場> 自分の成功ライブカード置き場にあるカードのスコアの合計が３以上の場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-016-N.png
矢澤にこ,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,BiBi,11,"pink:1,yellow:2,purple:2",yellow,2,N,PL!-bp4-018-N,,,,<常時> 自分の成功ライブカード置き場にあるカードのスコアの合計が相手より高いかぎり、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-018-N.png
上原歩夢,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,4,"pink:1,red:1",pink,,N,PL!N-bp4-013-N,,,,<ライブ開始時> <E> 支払ってもよい：ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-013-N.png
中須かすみ,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,4,"yellow:1,purple:1",yellow,1,N,PL!N-bp4-014-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-014-N.png
桜坂しずく,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,5,"red:1,green:1,purple:1",,1,N,PL!N-bp4-015-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-015-N.png
朝香果林,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,4,blue:1,blue,2,N,PL!N-bp4-016-N,,,,<登場> このメンバーをウェイトにしてもよい：自分のデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。（ウェイト状態のメンバーが持つ <ブレード> は、エールで公開する枚数を増やさない。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-016-N.png
宮下 愛,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,2,blue:1,blue,1,N,PL!N-bp4-017-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-017-N.png
近江彼方,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,2,yellow:1,yellow,1,N,PL!N-bp4-018-N,,,,<自動> <ターン1回> 自分のメインフェイズの間、このメンバーがアクティブ状態からウェイト状態になったとき、カードを1枚引き、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-018-N.png
優木せつ菜,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,11,"pink:1,red:2,yellow:1,purple:1",red,3,N,PL!N-bp4-019-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-019-N.png
エマ・ヴェルデ,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,2,green:1,green,1,N,PL!N-bp4-020-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-020-N.png
天王寺璃奈,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,9,"yellow:2,blue:1,purple:1",,2,N,PL!N-bp4-021-N,,,,<登場> 自分の控え室にあるカード1枚をデッキの一番上に置いてもよい。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-021-N.png
三船栞子,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,15,"pink:1,yellow:1,green:2,blue:2",green,6,N,PL!N-bp4-022-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-022-N.png
ミア・テイラー,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,5,"pink:1,yellow:1",,2,N,PL!N-bp4-023-N,,,,<登場> 『虹ヶ咲」のメンバー1人をウェイトにしてもよい：カードを1枚引き、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-023-N.png
鐘 嵐珠,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,7,"pink:1,blue:1,purple:1",,2,N,PL!N-bp4-024-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!N-bp4-024-N.png
澁谷かのん,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,CatChu!,4,red:2,red,,N,PL!SP-bp4-012-N,,,,<ライブ開始時> <E> 支払ってもよい：ライブ終了時まで、 red を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-012-N.png
唐 可可,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,2,red:1,red,1,N,PL!SP-bp4-013-N,,,,<登場> このメンバーをポジションチェンジしてもよい。(このメンバーを今いるエリア以外のエリアに移動させる。そのエリアにメンバーがいる場合、そのメンバーはこのメンバーがいたエリアに移動させる。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-013-N.png
嵐 千砂都,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,5yncri5e!,9,"red:2,yellow:2",,3,N,PL!SP-bp4-014-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-014-N.png
平安名すみれ,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,CatChu!,2,red:1,red,1,N,PL!SP-bp4-015-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-015-N.png
葉月 恋,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,9,"red:1,yellow:1,purple:1",,4,N,PL!SP-bp4-016-N,,,,<自動> カードの効果によって自分のエネルギー置き場にエネルギーカードが置かれるたび、ライブ終了時まで、 purple を得る。(相手のカードの効果でも発動する。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-016-N.png
桜小路きな子,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,5yncri5e!,4,yellow:1,,3,N,PL!SP-bp4-017-N,,,,<ライブ開始時> 【左サイド】このターン、このメンバーがエリアを移動している場合、ライブ終了時まで、 <ブレード> <ブレード> を得る。（この能力は左サイドエリアにいる場合のみ発動する。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-017-N.png
若菜四季,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,yellow:1,yellow,1,N,PL!SP-bp4-019-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-019-N.png
米女メイ,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,CatChu!,4,red:1,red,2,N,PL!SP-bp4-018-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室から『Liella!』のカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-018-N.png
鬼塚夏美,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,5yncri5e!,4,yellow:1,,3,N,PL!SP-bp4-020-N,,,,<ライブ開始時> 【右サイド】このターン、このメンバーがエリアを移動している場合、ライブ終了時まで、 <ブレード> <ブレード> を得る。（この能力は右サイドエリアにいる場合のみ発動する。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-020-N.png
ウィーン・マルガレーテ,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,11,"red:1,yellow:1,purple:2",purple,4,N,PL!SP-bp4-021-N,,,,<常時> 自分のエネルギーが相手より多いかぎり、 purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-021-N.png
鬼塚冬毬,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！スーパースター!!,5yncri5e!,10,"red:2,yellow:2,purple:1",,1,N,PL!SP-bp4-022-N,,,,<ライブ開始時> <E> を2つまで支払ってもよい：ライブ終了時まで、支払った <E> につき、 <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!SP-bp4-022-N.png
高坂穂乃果,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,Printemps,9,"pink:1,yellow:1,purple:1",,4,P,PL!-bp4-001-P,,,,<ライブ開始時> 自分のステージにいるメンバーのコストの合計が相手より低い場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-001-P.png
絢瀬絵里,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,BiBi,15,"pink:2,yellow:2,purple:2",purple,4,P,PL!-bp4-002-P,,,,<常時> 自分のライブ中のライブカードに、 <ライブ開始時> 能力も <ライブ成功時> 能力も持たないカードがあるかぎり、 purple purple を得る。 <起動> <ターン1回> 手札を2枚控え室に置く：自分の控え室から『μ's』のライブカードを1枚手札に加える。この能力は、自分の成功ライブカード置き場にあるカードのスコアの合計が６以上の場合のみ起動できる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-002-P.png
南 ことり,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,Printemps,2,yellow:1,yellow,1,P,PL!-bp4-003-P,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-003-P.png
園田海未,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,lily white,2,purple:1,purple,1,P,PL!-bp4-004-P,,,,<登場> 自分の成功ライブカード置き場にあるカードのスコアの合計が６以上の場合、エネルギーを2枚アクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-004-P.png
星空 凛,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,lily white,13,"pink:2,yellow:2,purple:1",pink,4,P,PL!-bp4-005-P,,,,<登場> 自分の控え室からコスト2以下のメンバーカードを1枚手札に加える。 <常時> <センター> ライブの合計スコアを＋１する。 <ライブ開始時> 自分のステージに <ブレード> を5つ以上持つ『μ's』のメンバーがいない場合、このメンバーはセンターエリア以外にポジションチェンジする。(このメンバーを今いるエリア以外のエリアに移動させる。そのエリアにメンバーがいる場合、そのメンバーはこのメンバーがいたエリアに移動させる。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-005-P.png
西木野真姫,ブースターパック SAPPHIRE MOON,メンバー,ラブライブ！,BiBi,4,purple:1,purple,2,P,PL!-bp4-006-P,,,,<登場> 自分の成功ライブカード置き場にあるカードのスコアの合計が３以上の場合、自分のデッキの上からカードを5枚見る。その中から『μ's』のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP04/PL!-bp4-006-P.png
