card_name,card_name_eng,収録商品,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
Special Color,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,all,,SRL,PL!SP-bp4-025-SRL,grey:7,,2,<ライブ開始時> ライブ終了時まで、自分のステージのセンターエリアにいる『Liella!』のメンバーが元々持つ <ブレード> の数は3つになる。 <ライブ成功時> 自分のステージのセンターエリアにいる『Liella!』のメンバーが、このターン中に移動している場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-bp4-025-SRL.png
Wish Song,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,all,,SRL,PL!SP-bp4-026-SRL,"red:1,yellow:1,purple:3,grey:6",,4,<ライブ成功時> エールにより公開された自分のカードの中に名前が異なる『Liella!』のメンバーカードが5枚以上ある場合、このカードのスコアを＋１する。 <ライブ成功時> 自分のエネルギーが11枚以上ある場合、カードを2枚引き、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-bp4-026-SRL.png
"Chance Day, Chance Way!",,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,all,,SRL,PL!SP-bp4-027-SRL,"red:1,grey:2",,1,<ライブ成功時> 自分のステージにいるメンバーが『Liella!』のみの場合、自分のステージにいるメンバーをフォーメーションチェンジしてもよい。(メンバーをそれぞれ好きなエリアに移動させる。この効果で1つのエリアに2人以上のメンバーを移動させることはできない。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-bp4-027-SRL.png
追いかける夢の先で,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,purple,,SRL,PL!SP-bp4-029-SRL,"yellow:3,purple:3,grey:4",ドロー,4,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-bp4-029-SRL.png
DAISUKI FULL POWER,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,red,,SRL,PL!SP-bp4-028-SRL,"red:3,yellow:3,grey:7",ドロー,5,<ライブ開始時> アクティブ状態の自分のエネルギーがある場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-bp4-028-SRL.png
Second Sparkle,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,all,,SRL,PL!SP-bp4-030-SRL,"yellow:2,grey:3",,2,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-bp4-030-SRL.png
ディストーション,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,CatChu!,,,all,,SRL,PL!SP-pb1-023-SRL,"red:4,grey:4",,3,<ライブ開始時> 自分のステージに名前の異なる『CatChu!』のメンバーが2人以上いる場合、エネルギーを6枚までアクティブにする。その後、自分のエネルギーがすべてアクティブ状態の場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb1-023-SRL.png
Jellyfish,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,5yncri5e!,,,all,,SRL,PL!SP-pb1-025-SRL,"red:4,purple:4,grey:6",,6,<ライブ開始時> 自分のステージにいる、このターン中に登場、またはエリアを移動した『5yncri5e!』のメンバー1人につき、このカードを成功させるための必要ハートを grey 減らす。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb1-025-SRL.png
ニュートラル,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,KALEIDOSCORE,,,purple,,SRL,PL!SP-pb1-024-SRL,"purple:8,grey:7",ドロー,6,<ライブ開始時> 自分のステージに名前の異なる『KALEIDOSCORE』のメンバーが2人以上いる場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb1-024-SRL.png
Jump Into the New World,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,purple,,SRL,PL!SP-pb1-026-SRL,"red:3,purple:3,grey:4",ドロー,4,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb1-026-SRL.png
嵐 千砂都＆鬼塚夏美,,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,,15,"red:2,yellow:1,purple:2",yellow,6,R,PL!SP-pb2-000-R,,,,<常時> このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。 <登場> バトンタッチして登場した場合、このバトンタッチによって控え室に置かれた『Liella!』のメンバーカード1枚につき、カードを1枚引く。ブレードハートを持たない『Liella!』のメンバーカード1枚につき、ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-000-R.png
嵐 千砂都＆鬼塚夏美,,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,,15,"red:2,yellow:1,purple:2",yellow,6,DUO,PL!SP-pb2-000-DUO,,,,<常時> このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。 <登場> バトンタッチして登場した場合、このバトンタッチによって控え室に置かれた『Liella!』のメンバーカード1枚につき、カードを1枚引く。ブレードハートを持たない『Liella!』のメンバーカード1枚につき、ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-000-DUO.png
澁谷かのん,Shibuya Kanon,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,15,"red:3,yellow:2,purple:2",,5,R,PL!SP-pb2-001-R,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中からコスト4以下の『Liella!』のメンバーカードを1枚まで公開する。そのカードを自分のステージのメンバーのいないエリアに登場させるか、手札に加える。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-001-R.png
澁谷かのん,Shibuya Kanon,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,15,"red:3,yellow:2,purple:2",,5,PP,PL!SP-pb2-001-PP,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中からコスト4以下の『Liella!』のメンバーカードを1枚まで公開する。そのカードを自分のステージのメンバーのいないエリアに登場させるか、手札に加える。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-001-PP.png
唐 可可,Tang Keke,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,11,"red:2,yellow:1,purple:2",purple,1,R,PL!SP-pb2-002-R,,,,<起動> <ターン1回> 手札の『Liella!』のカードを1枚控え室に置く：以下から1つを選ぶ。これにより控え室に置いたカードがブレードハートを持たないメンバーカードの場合、代わりに1つ以上を選ぶ。 ・自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。 ・ライブ終了時まで、自分のステージにいるこのメンバー以外の『Liella!』のメンバー1人は、 purple purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-002-R.png
唐 可可,Tang Keke,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,11,"red:2,yellow:1,purple:2",purple,1,PP,PL!SP-pb2-002-PP,,,,<起動> <ターン1回> 手札の『Liella!』のカードを1枚控え室に置く：以下から1つを選ぶ。これにより控え室に置いたカードがブレードハートを持たないメンバーカードの場合、代わりに1つ以上を選ぶ。 ・自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。 ・ライブ終了時まで、自分のステージにいるこのメンバー以外の『Liella!』のメンバー1人は、 purple purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-002-PP.png
嵐 千砂都,Arashi Chisato,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,13,"red:2,yellow:2,purple:2",purple,3,R,PL!SP-pb2-003-R,,,,<ライブ成功時> このターン、自分の『Liella!』のカードの効果によってこのメンバーがエリアを移動していた場合、ライブの合計スコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-003-R.png
嵐 千砂都,Arashi Chisato,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,13,"red:2,yellow:2,purple:2",purple,3,PP,PL!SP-pb2-003-PP,,,,<ライブ成功時> このターン、自分の『Liella!』のカードの効果によってこのメンバーがエリアを移動していた場合、ライブの合計スコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-003-PP.png
平安名すみれ,Heanna Sumire,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,2,red:1,red,1,R,PL!SP-pb2-004-R,,,,<ライブ成功時> 自分のライブカード置き場の中に元々のスコアより高いスコアのライブカードがあるか、エールにより公開された自分のカードの中に <スコア> を持つライブカードがある場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-004-R.png
平安名すみれ,Heanna Sumire,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,2,red:1,red,1,PP,PL!SP-pb2-004-PP,,,,<ライブ成功時> 自分のライブカード置き場の中に元々のスコアより高いスコアのライブカードがあるか、エールにより公開された自分のカードの中に <スコア> を持つライブカードがある場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-004-PP.png
葉月 恋,Hazuki Ren,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,20,"red:3,yellow:3,purple:3",purple,6,R,PL!SP-pb2-005-R,,,,<登場> バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚、このメンバーの下に置く。 <常時> このメンバーは、このメンバーの下に置かれている『Liella!』のメンバーカードが持つ <起動> 能力をすべて得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-005-R.png
葉月 恋,Hazuki Ren,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,20,"red:3,yellow:3,purple:3",purple,6,PP,PL!SP-pb2-005-PP,,,,<登場> バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚、このメンバーの下に置く。 <常時> このメンバーは、このメンバーの下に置かれている『Liella!』のメンバーカードが持つ <起動> 能力をすべて得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-005-PP.png
桜小路きな子,Sakurakoji Kinako,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,yellow:1,yellow,,R,PL!SP-pb2-006-R,,,,<常時> このメンバーの下にある『Liella!』のメンバーカード1枚につき、このメンバーのコストを＋１する。 <自動> <ターン1回> 自分のライブが成功するか、このメンバーがエリアを移動したとき、自分の控え室にある『Liella!』のメンバーカードを1枚、このメンバーの下に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-006-R.png
桜小路きな子,Sakurakoji Kinako,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,yellow:1,yellow,,PP,PL!SP-pb2-006-PP,,,,<常時> このメンバーの下にある『Liella!』のメンバーカード1枚につき、このメンバーのコストを＋１する。 <自動> <ターン1回> 自分のライブが成功するか、このメンバーがエリアを移動したとき、自分の控え室にある『Liella!』のメンバーカードを1枚、このメンバーの下に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-006-PP.png
米女メイ,Yoneme Mei,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,11,"red:1,yellow:1,purple:1",red,5,R,PL!SP-pb2-007-R,,,,<ライブ成功時> <E> <E> <E> 支払ってもよい：自分の控え室から『Liella!』のライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-007-R.png
米女メイ,Yoneme Mei,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,11,"red:1,yellow:1,purple:1",red,5,PP,PL!SP-pb2-007-PP,,,,<ライブ成功時> <E> <E> <E> 支払ってもよい：自分の控え室から『Liella!』のライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-007-PP.png
若菜四季,Wakana Shiki,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,17,"red:2,yellow:3,purple:2",,7,R,PL!SP-pb2-008-R,,,,<ライブ成功時> エールにより公開された自分のカードの中にあるブレードハートを持たない『Liella!』のメンバーカード2枚につき、ライブの合計スコアを＋１する。この能力では合計スコアは２までしか増えない。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-008-R.png
若菜四季,Wakana Shiki,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,17,"red:2,yellow:3,purple:2",,7,PP,PL!SP-pb2-008-PP,,,,<ライブ成功時> エールにより公開された自分のカードの中にあるブレードハートを持たない『Liella!』のメンバーカード2枚につき、ライブの合計スコアを＋１する。この能力では合計スコアは２までしか増えない。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-008-PP.png
鬼塚夏美,Onitsuka Natsumi,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,4,"yellow:1,purple:1",,2,R,PL!SP-pb2-009-R,,,,<登場> / <ライブ開始時> 『Liella!』のメンバー1人をウェイトにしてもよい：相手のステージにいる元々持つ <ブレード> の数がこれによりウェイトにしたメンバーが元々持つ <ブレード> の数より2つ以上少ないメンバー1人をウェイトにする。（ウェイト状態のメンバーが持つ <ブレード> は、エールで公開する枚数を増やさない。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-009-R.png
鬼塚夏美,Onitsuka Natsumi,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,4,"yellow:1,purple:1",,2,PP,PL!SP-pb2-009-PP,,,,<登場> / <ライブ開始時> 『Liella!』のメンバー1人をウェイトにしてもよい：相手のステージにいる元々持つ <ブレード> の数がこれによりウェイトにしたメンバーが元々持つ <ブレード> の数より2つ以上少ないメンバー1人をウェイトにする。（ウェイト状態のメンバーが持つ <ブレード> は、エールで公開する枚数を増やさない。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-009-PP.png
ウィーン・マルガレーテ,Wien Margarete,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,11,"red:1,yellow:1,purple:1",purple,5,R,PL!SP-pb2-010-R,,,,<ライブ開始時> 手札を1枚控え室に置かないかぎり、自分のエネルギー1枚をエネルギーデッキに置く。 <ライブ成功時> 以下から1つを選ぶ。 ・カードを2枚引く。 ・自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-010-R.png
ウィーン・マルガレーテ,Wien Margarete,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,11,"red:1,yellow:1,purple:1",purple,5,PP,PL!SP-pb2-010-PP,,,,<ライブ開始時> 手札を1枚控え室に置かないかぎり、自分のエネルギー1枚をエネルギーデッキに置く。 <ライブ成功時> 以下から1つを選ぶ。 ・カードを2枚引く。 ・自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-010-PP.png
鬼塚冬毬,Onitsuka Tomari,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,13,"red:2,yellow:2,purple:2",,4,R,PL!SP-pb2-011-R,,,,<自動> <ターン1回> 自分のステージのセンターエリアにいるメンバーがエリアを移動したとき、以下から1つを選ぶ。 ・ライブ終了時まで、 <ブレード> <ブレード> を得る。 ・相手のステージにいる元々持つ <ブレード> の数が2つ以下のメンバー1人をウェイトにする。 ・カードを1枚引く。 <ライブ開始時> このメンバーをポジションチェンジしてもよい。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-011-R.png
鬼塚冬毬,Onitsuka Tomari,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,13,"red:2,yellow:2,purple:2",,4,PP,PL!SP-pb2-011-PP,,,,<自動> <ターン1回> 自分のステージのセンターエリアにいるメンバーがエリアを移動したとき、以下から1つを選ぶ。 ・ライブ終了時まで、 <ブレード> <ブレード> を得る。 ・相手のステージにいる元々持つ <ブレード> の数が2つ以下のメンバー1人をウェイトにする。 ・カードを1枚引く。 <ライブ開始時> このメンバーをポジションチェンジしてもよい。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-011-PP.png
澁谷かのん,Shibuya Kanon,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,2,red:1,red,1,R,PL!SP-pb2-012-R,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-012-R.png
澁谷かのん,Shibuya Kanon,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,2,red:1,red,1,P＋,PL!SP-pb2-012-P＋,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-012-P2.png
唐 可可,Tang Keke,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,10,"red:1,yellow:1,purple:3",,2,R,PL!SP-pb2-013-R,,,,<登場> 手札の『KALEIDOSCORE』のカードを1枚控え室に置いてもよい：自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。これにより控え室に置いたカードがブレードハートを持たない場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-013-R.png
唐 可可,Tang Keke,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,10,"red:1,yellow:1,purple:3",,2,P＋,PL!SP-pb2-013-P＋,,,,<登場> 手札の『KALEIDOSCORE』のカードを1枚控え室に置いてもよい：自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。これにより控え室に置いたカードがブレードハートを持たない場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-013-P2.png
嵐 千砂都,Arashi Chisato,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,11,"red:2,yellow:1,purple:1",red,4,R,PL!SP-pb2-014-R,,,,<登場> 自分のステージにいるメンバーが『5yncri5e!』のみの場合、自分のステージにいるメンバーをフォーメーションチェンジしてもよい。(メンバーをそれぞれ好きなエリアに移動させてもよい。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-014-R.png
