card_name,product,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
中須かすみ＆優木せつ菜＆宮下 愛,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,,,,,,LLE,PL!N-pb1-400-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-400-LLE.png
近江彼方＆天王寺璃奈＆エマ・ヴェルデ,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,,,,,,LLE,PL!N-pb1-500-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-500-LLE.png
上原歩夢＆朝香果林＆桜坂しずく,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,,,,,,LLE,PL!N-pb1-600-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-600-LLE.png
高咲 侑,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,,,,,,LLE,PL!N-pb1-700-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-700-LLE.png
三船栞子＆鐘 嵐珠＆ミア・テイラー,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,,,,,,LLE,PL!N-pb1-800-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-800-LLE.png
上原歩夢,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,4,"pink:1,blue:1",pink,1,N,PL!N-pb1-025-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-025-N.png
中須かすみ,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,4,"yellow:1,green:1",yellow,1,N,PL!N-pb1-026-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-026-N.png
桜坂しずく,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,4,"blue:1,purple:1",blue,1,N,PL!N-pb1-027-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-027-N.png
宮下 愛,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,5,"red:1,blue:1,purple:1",,1,N,PL!N-pb1-029-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-029-N.png
近江彼方,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,7,"pink:1,yellow:1,green:1",,2,N,PL!N-pb1-030-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-030-N.png
優木せつ菜,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,4,"pink:1,red:1",red,1,N,PL!N-pb1-031-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-031-N.png
朝香果林,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,4,blue:1,blue,1,N,PL!N-pb1-028-N,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを2枚見る。その中から1枚を手札に加え、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-028-N.png
エマ・ヴェルデ,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,4,"red:1,green:1",green,1,N,PL!N-pb1-032-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-032-N.png
天王寺璃奈,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,4,"yellow:1,purple:1",purple,1,N,PL!N-pb1-033-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-033-N.png
三船栞子,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,2,green:1,green,1,N,PL!N-pb1-034-N,,,,<ライブ開始時> yellow か green か blue のうち1つを選ぶ。ライブ終了時まで、このメンバーが元々持つハートは選んだハートになる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-034-N.png
ミア・テイラー,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,4,yellow:1,yellow,1,N,PL!N-pb1-035-N,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを2枚見る。その中から1枚を手札に加え、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-035-N.png
鐘 嵐珠,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,2,pink:1,pink,1,N,PL!N-pb1-036-N,,,,<ライブ開始時> pink か red か purple のうち1つを選ぶ。ライブ終了時まで、このメンバーが元々持つハートは選んだハートになる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-036-N.png
上原歩夢,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,11,"pink:2,red:1,purple:1",pink,3,P+,PL!N-pb1-001-P＋,,,,<登場> 手札を1枚控え室に置いてもよい：自分のステージにこのメンバー以外のコスト11のメンバーがいる場合、自分の控え室から『虹ヶ咲』のライブカードを1枚手札に加える。 <常時> 自分のライブ中のライブカードが2枚以上あるかぎり、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-001-P2.png
中須かすみ,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,13,"yellow:2,green:2,blue:1",yellow,2,P+,PL!N-pb1-002-P＋,,,,<登場> 自分のエネルギー置き場にあるエネルギー2枚をこのメンバーの下に置いてもよい。 <常時> このメンバーの下にエネルギーカードが2枚以上置かれているかぎり、ライブの合計スコアを＋１する。 (メンバーがステージから離れたとき、下に置かれているエネルギーカードはエネルギーデッキに戻す。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-002-P2.png
桜坂しずく,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,4,blue:1,blue,1,P+,PL!N-pb1-003-P＋,,,,<起動> <E> <E> このカードを手札から控え室に置く：カードを1枚引き、ライブ終了時まで、自分のステージにいる『虹ヶ咲』のメンバー1人は <ブレード> を得る。この能力は、このカードが手札にある場合のみ起動できる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-003-P2.png
朝香果林,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,11,"green:2,blue:2,purple:1",green,2,P+,PL!N-pb1-004-P＋,,,,<常時> このターンにこのメンバーが移動していないかぎり、 <ブレード> <ブレード> を得る。 <ライブ開始時> 自分のデッキの一番上のカードを公開する。公開したカードがコスト9以下のメンバーカードの場合、公開したカードを手札に加え、このメンバーはポジションチェンジする。それ以外の場合、公開したカードを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-004-P2.png
宮下 愛,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,2,blue:1,blue,1,P+,PL!N-pb1-005-P＋,,,,<自動> <ターン1回> 自分のステージにコスト10のメンバーが登場したとき、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-005-P2.png
近江彼方,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,9,"green:1,blue:1,purple:1",,3,P+,PL!N-pb1-006-P＋,,,,<起動> このメンバーをウェイトにする：エネルギーを1枚アクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-006-P2.png
優木せつ菜,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,15,"pink:2,red:2,blue:1",red,7,P+,PL!N-pb1-007-P＋,,,,<常時> 自分のライブ中のライブカードの必要ハートの中に pink 、 red 、 yellow 、 green 、 blue 、 purple がそれぞれ1以上含まれるかぎり、 <ハート> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-007-P2.png
エマ・ヴェルデ,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,17,"red:1,yellow:1,green:4,blue:1",green,6,P+,PL!N-pb1-008-P＋,,,,<常時> 自分のステージにウェイト状態の『虹ヶ咲』のメンバーがいるかぎり、手札にあるこのメンバーカードのコストは2減る。 <登場> 自分のステージにいるメンバー1人か、エネルギーを2枚アクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-008-P2.png
天王寺璃奈,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,15,"yellow:2,blue:2,purple:2",,4,P+,PL!N-pb1-009-P＋,,,,<ライブ開始時> このターン、ブレードハートを持たないメンバーカードが自分のライブカード置き場から控え室に置かれている場合、カードを1枚引き、ライブ終了時まで、 yellow blue purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-009-P2.png
三船栞子,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,10,"pink:1,green:2,blue:1",,3,P+,PL!N-pb1-010-P＋,,,,<登場> 以下から1つを選ぶ。 ・エネルギーを1枚アクティブにする。 ・自分の控え室にある『虹ヶ咲』のライブカードを2枚まで好きな順番でデッキの上に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-010-P2.png
ミア・テイラー,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,15,"pink:2,yellow:2,blue:2",yellow,5,P+,PL!N-pb1-011-P＋,,,,<常時> このメンバーの下にあるエネルギーカード1枚につき、 <ブレード> を得る。 <起動> <ターン1回> 自分のエネルギー置き場にあるエネルギー1枚をこのメンバーの下に置く：自分の控え室から『虹ヶ咲』のライブカードを1枚手札に加える。 (メンバーがステージから離れたとき、下に置かれているエネルギーカードはエネルギーデッキに戻す。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-011-P2.png
鐘 嵐珠,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,11,"pink:3,red:1,purple:1",,3,P+,PL!N-pb1-012-P＋,,,,<自動> <ターン1回> 自分のステージにこのメンバー以外のコスト11のメンバーが登場したとき、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。 <ライブ成功時> エールにより公開された自分のカードの中から、『虹ヶ咲』のメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-012-P2.png
上原歩夢,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,7,pink:1,,2,P+,PL!N-pb1-013-P＋,,,,<登場> <E> <E> 支払ってもよい：手札からコスト4以下の「上原歩夢」のメンバーカードを1枚ステージに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-013-P2.png
中須かすみ,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,11,"yellow:2,purple:2",yellow,4,P+,PL!N-pb1-014-P＋,,,,<登場> 「中須かすみ」からバトンタッチして登場した場合、カードを2枚引き、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-014-P2.png
桜坂しずく,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,13,"pink:1,red:2,yellow:1,blue:2",blue,2,P+,PL!N-pb1-015-P＋,,,,<登場> <E> <E> 支払ってもよい：手札からコスト4以下の「桜坂しずく」のメンバーカードを1枚ステージに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-015-P2.png
朝香果林,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,2,blue:1,blue,1,P+,PL!N-pb1-016-P＋,,,,<登場> 自分のデッキの上からカードを2枚見る。その中から「朝香果林」のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-016-P2.png
宮下 愛,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,7,red:1,,2,P+,PL!N-pb1-017-P＋,,,,<登場> <E> <E> 支払ってもよい：手札からコスト4以下の「宮下 愛」のメンバーカードを1枚ステージに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-017-P2.png
近江彼方,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,4,"blue:1,purple:1",purple,,P+,PL!N-pb1-018-P＋,,,,<登場> 自分のデッキの上からカードを2枚見る。その中から「近江彼方」のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-018-P2.png
優木せつ菜,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,9,"red:2,green:1",,4,P+,PL!N-pb1-019-P＋,,,,<登場> 「優木せつ菜」からバトンタッチして登場した場合、カードを2枚引き、手札を2枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-019-P2.png
エマ・ヴェルデ,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,9,"yellow:1,green:2",,4,P+,PL!N-pb1-020-P＋,,,,<登場> 「エマ・ヴェルデ」からバトンタッチして登場した場合、カードを2枚引き、手札を2枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-020-P2.png
天王寺璃奈,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,2,purple:1,purple,1,P+,PL!N-pb1-021-P＋,,,,<登場> 自分のデッキの上からカードを2枚見る。その中から「天王寺璃奈」のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-021-P2.png
三船栞子,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,11,"pink:2,green:2",green,4,P+,PL!N-pb1-022-P＋,,,,<登場> 「三船栞子」からバトンタッチして登場した場合、カードを2枚引き、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-022-P2.png
ミア・テイラー,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,13,"pink:2,yellow:2,green:1,purple:1",yellow,2,P+,PL!N-pb1-023-P＋,,,,<登場> <E> <E> 支払ってもよい：手札からコスト4以下の「ミア・テイラー」のメンバーカードを1枚ステージに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-023-P2.png
鐘 嵐珠,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,4,"pink:1,purple:1",pink,,P+,PL!N-pb1-024-P＋,,,,<登場> 自分のデッキの上からカードを2枚見る。その中から「鐘 嵐珠」のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-024-P2.png
上原歩夢,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,,,,,PE,PL!N-pb1-043-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-043-PE.png
中須かすみ,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,,,,,PE,PL!N-pb1-044-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-044-PE.png
桜坂しずく,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,,,,,PE,PL!N-pb1-045-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-045-PE.png
朝香果林,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,,,,,PE,PL!N-pb1-046-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-046-PE.png
宮下 愛,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,,,,,PE,PL!N-pb1-047-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-047-PE.png
近江彼方,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,,,,,PE,PL!N-pb1-048-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-048-PE.png
エマ・ヴェルデ,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,,,,,PE,PL!N-pb1-050-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-050-PE.png
天王寺璃奈,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,,,,,PE,PL!N-pb1-051-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-051-PE.png
三船栞子,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,,,,,PE,PL!N-pb1-052-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-052-PE.png
ミア・テイラー,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,,,,,PE,PL!N-pb1-053-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-053-PE.png
鐘 嵐珠,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,R3BIRTH,,,,,PE,PL!N-pb1-054-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-054-PE.png
優木せつ菜,プレミアムブースター ラブライブ！虹ヶ咲学園スクールアイドル同好会,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,,,,,PE,PL!N-pb1-049-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBnj/PL!N-pb1-049-PE.png
