card_name,product,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
絢瀬 絵里,スタートデッキ ラブライブ！,メンバー,ラブライブ！,BiBi,4,"pink:1,purple:1",,1,SD,PL!-sd1-011-SD,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを3枚見る。その中から1枚を手札に加え、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-011-SD.png
南 ことり,スタートデッキ ラブライブ！,メンバー,ラブライブ！,Printemps,4,"yellow:1,purple:1",,1,SD,PL!-sd1-012-SD,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを3枚見る。その中から1枚を手札に加え、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-012-SD.png
園田 海未,スタートデッキ ラブライブ！,メンバー,ラブライブ！,lily white,4,"pink:1,purple:1",pink,1,SD,PL!-sd1-013-SD,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-013-SD.png
星空 凛,スタートデッキ ラブライブ！,メンバー,ラブライブ！,lily white,9,"pink:2,yellow:1,purple:1",,3,SD,PL!-sd1-014-SD,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-014-SD.png
西木野 真姫,スタートデッキ ラブライブ！,メンバー,ラブライブ！,BiBi,9,"pink:1,purple:2",,3,SD,PL!-sd1-015-SD,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中からメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-015-SD.png
東條 希,スタートデッキ ラブライブ！,メンバー,ラブライブ！,lily white,4,"pink:1,yellow:1",,1,SD,PL!-sd1-016-SD,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを3枚見る。その中から1枚を手札に加え、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-016-SD.png
小泉 花陽,スタートデッキ ラブライブ！,メンバー,ラブライブ！,Printemps,9,"pink:1,yellow:2,purple:1",,3,SD,PL!-sd1-017-SD,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-017-SD.png
矢澤 にこ,スタートデッキ ラブライブ！,メンバー,ラブライブ！,BiBi,9,"pink:1,yellow:1,purple:2",,3,SD,PL!-sd1-018-SD,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-018-SD.png
START:DASH!!,スタートデッキ ラブライブ！,ライブ,ラブライブ！,,,,,,SD,PL!-sd1-019-SD,"pink:1,yellow:1,purple:1",Score+1,1,<ライブ成功時> 自分のデッキの上からカードを3枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-pb1-019-SD.png
きっと青春が聞こえる,スタートデッキ ラブライブ！,ライブ,ラブライブ！,,,,all,,SD,PL!-sd1-020-SD,"pink:1,yellow:1,grey:3",,2,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-pb1-020-SD.png
これからのSomeday,スタートデッキ ラブライブ！,ライブ,ラブライブ！,,,,all,,SD,PL!-sd1-021-SD,"pink:1,yellow:1,purple:1,grey:4",,3,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-pb1-021-SD.png
僕らは今のなかで,スタートデッキ ラブライブ！,ライブ,ラブライブ！,,,,yellow,,SD,PL!-sd1-022-SD,"pink:2,yellow:2,purple:2,grey:6",draw,4,<ライブ開始時> 自分の成功ライブカード置き場にあるカード1枚につき、このカードを成功させるための必要ハートは grey grey 少なくなる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-pb1-022-SD.png
高坂 穂乃果,スタートデッキ ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,P,PL!-sd1-023-P,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-023-P.png
絢瀬 絵里,スタートデッキ ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,P,PL!-sd1-024-P,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-024-P.png
南 ことり,スタートデッキ ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,P,PL!-sd1-025-P,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-025-P.png
園田 海未,スタートデッキ ラブライブ！,エネルギー,ラブライブ！,lily white,,,,,P,PL!-sd1-026-P,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-026-P.png
星空 凛,スタートデッキ ラブライブ！,エネルギー,ラブライブ！,lily white,,,,,P,PL!-sd1-027-P,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-027-P.png
西木野 真姫,スタートデッキ ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,P,PL!-sd1-028-P,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-028-P.png
東條 希,スタートデッキ ラブライブ！,エネルギー,ラブライブ！,lily white,,,,,P,PL!-sd1-029-P,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-029-P.png
小泉 花陽,スタートデッキ ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,P,PL!-sd1-030-P,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-030-P.png
矢澤 にこ,スタートデッキ ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,P,PL!-sd1-031-P,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PLSD01/PL!-sd1-031-P.png
