card_name,product,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
葉月 恋,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,13,"red:1,yellow:1,purple:3",purple,3,R,PL!SP-pb1-005-R,,,,<登場> 自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_005-R.png
葉月 恋,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,13,"red:1,yellow:1,purple:3",purple,3,P+,PL!SP-pb1-005-P＋,,,,<登場> 自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_005-P2.png
桜小路きな子,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,9,"red:2,yellow:1,purple:1",,2,P+,PL!SP-pb1-006-P＋,,,,<自動> このメンバーが登場か、エリアを移動するたび、ライブ終了時まで、 <ブレード> <ブレード> を得る。 (対戦相手のカードの効果でも発動する。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_006-P2.png
米女メイ,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,CatChu!,4,red:2,,1,P+,PL!SP-pb1-007-P＋,,,,<ライブ開始時> エネルギーを2枚アクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_007-P2.png
米女メイ,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,CatChu!,4,red:2,,1,R,PL!SP-pb1-007-R,,,,<ライブ開始時> エネルギーを2枚アクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_007-R.png
若菜四季,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,15,"red:3,purple:3",purple,5,R,PL!SP-pb1-008-R,,,,<登場> カードを1枚引く。その後、登場したエリアとは別の自分のエリア1つを選ぶ。このメンバーをそのエリアに移動する。選んだエリアにメンバーがいる場合、そのメンバーは、このメンバーがいたエリアに移動させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_008-R.png
若菜四季,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,15,"red:3,purple:3",purple,5,P+,PL!SP-pb1-008-P＋,,,,<登場> カードを1枚引く。その後、登場したエリアとは別の自分のエリア1つを選ぶ。このメンバーをそのエリアに移動する。選んだエリアにメンバーがいる場合、そのメンバーは、このメンバーがいたエリアに移動させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_008-P2.png
鬼塚夏美,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,purple:1,,1,R,PL!SP-pb1-009-R,,,,<登場> 自分のステージにほかの『5yncri5e!』のメンバーがいる場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_009-R.png
ウィーン・マルガレーテ,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,4,purple:2,,1,R,PL!SP-pb1-010-R,,,,<常時> 自分のエネルギーが10枚以上ある場合、ステージにいるこのメンバーのコストを＋４する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_010-R.png
鬼塚夏美,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,purple:1,,1,P+,PL!SP-pb1-009-P＋,,,,<登場> 自分のステージにほかの『5yncri5e!』のメンバーがいる場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_009-P2.png
ウィーン・マルガレーテ,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,4,purple:2,,1,P+,PL!SP-pb1-010-P＋,,,,<常時> 自分のエネルギーが10枚以上ある場合、ステージにいるこのメンバーのコストを＋４する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_010-P2.png
鬼塚冬毬,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,13,"red:2,yellow:2,purple:2",yellow,3,R,PL!SP-pb1-011-R,,,,<登場> 「鬼塚冬毬」以外の『Liella!』のメンバー1人をステージから控え室に置いてもよい：自分の控え室から、これにより控え室に置いたメンバーカードを1枚、そのメンバーがいたエリアに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_011-R.png
鬼塚冬毬,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,13,"red:2,yellow:2,purple:2",yellow,3,P+,PL!SP-pb1-011-P＋,,,,<登場> 「鬼塚冬毬」以外の『Liella!』のメンバー1人をステージから控え室に置いてもよい：自分の控え室から、これにより控え室に置いたメンバーカードを1枚、そのメンバーがいたエリアに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_011-P2.png
澁谷かのん,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,CatChu!,5,red:3,,1,N,PL!SP-pb1-012-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_012-N.png
唐 可可,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,5,purple:3,,1,N,PL!SP-pb1-013-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_013-N.png
嵐 千砂都,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,purple:1,red,2,N,PL!SP-pb1-014-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_014-N.png
葉月 恋,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,4,purple:1,,2,N,PL!SP-pb1-016-N,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『KALEIDOSCORE』のカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_016-N.png
平安名すみれ,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,CatChu!,4,red:1,,2,N,PL!SP-pb1-015-N,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『CatChu!』のカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_015-N.png
桜小路きな子,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,4,yellow:1,,2,N,PL!SP-pb1-017-N,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『5yncri5e!』のカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_017-N.png
米女メイ,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,CatChu!,2,red:1,red,1,N,PL!SP-pb1-018-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_018-N.png
若菜四季,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,4,"red:1,purple:1",red,1,N,PL!SP-pb1-019-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_019-N.png
鬼塚夏美,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,4,"red:1,purple:1",,1,N,PL!SP-pb1-020-N,,,,<自動> このメンバーがエリアを移動するたび、カードを1枚引く。 (対戦相手のカードの効果でも発動する。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_020-N.png
ウィーン・マルガレーテ,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,2,purple:1,purple,1,N,PL!SP-pb1-021-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_021-N.png
鬼塚冬毬,プレミアムブースター ラブライブ！スーパースター!!,メンバー,ラブライブ！スーパースター!!,5yncri5e!,5,"red:2,purple:1",,1,N,PL!SP-pb1-022-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_022-N.png
ディストーション,プレミアムブースター ラブライブ！スーパースター!!,ライブ,ラブライブ！スーパースター!!,CatChu!,,,all,,L,PL!SP-pb1-023-L,"red:4,grey:4",,3,<ライブ開始時> 自分のステージに名前の異なる『CatChu!』のメンバーが2人以上いる場合、エネルギーを6枚までアクティブにする。その後、自分のエネルギーがすべてアクティブ状態の場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_023-L.png
ニュートラル,プレミアムブースター ラブライブ！スーパースター!!,ライブ,ラブライブ！スーパースター!!,KALEIDOSCORE,,,purple,,L,PL!SP-pb1-024-L,"purple:8,grey:7",ドロー,6,<ライブ開始時> 自分のステージに名前の異なる『KALEIDOSCORE』のメンバーが2人以上いる場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_024-L.png
Jellyfish,プレミアムブースター ラブライブ！スーパースター!!,ライブ,ラブライブ！スーパースター!!,5yncri5e!,,,all,,L,PL!SP-pb1-025-L,"red:4,purple:4,grey:6",,6,<ライブ開始時> 自分のステージにいる、このターン中に登場、またはエリアを移動した『5yncri5e!』のメンバー1人につき、このカードを成功させるための必要ハートを grey 減らす。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_025-L.png
Jump Into the New World,プレミアムブースター ラブライブ！スーパースター!!,ライブ,ラブライブ！スーパースター!!,,,,purple,,L,PL!SP-pb1-026-L,"red:3,purple:3,grey:4",ドロー,4,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_026-L.png
Jump Into the New World,プレミアムブースター ラブライブ！スーパースター!!,ライブ,ラブライブ！スーパースター!!,,,,purple,,L+,PL!SP-pb1-026-L＋,"red:3,purple:3,grey:4",ドロー,4,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_026-L2.png
澁谷かのん,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,CatChu!,,,,,PE,PL!SP-pb1-027-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_027-PE.png
澁谷かのん,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,CatChu!,,,,,PE+,PL!SP-pb1-027-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_027-PE2.png
唐 可可,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,KALEIDOSCORE,,,,,PE,PL!SP-pb1-028-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_028-PE.png
唐 可可,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,KALEIDOSCORE,,,,,PE+,PL!SP-pb1-028-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_028-PE2.png
嵐 千砂都,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE,PL!SP-pb1-029-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_029-PE.png
嵐 千砂都,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE+,PL!SP-pb1-029-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_029-PE2.png
平安名すみれ,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,CatChu!,,,,,PE,PL!SP-pb1-030-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_030-PE.png
平安名すみれ,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,CatChu!,,,,,PE+,PL!SP-pb1-030-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_030-PE2.png
葉月 恋,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,KALEIDOSCORE,,,,,PE,PL!SP-pb1-031-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_031-PE.png
葉月 恋,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,KALEIDOSCORE,,,,,PE+,PL!SP-pb1-031-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_031-PE2.png
桜小路きな子,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE,PL!SP-pb1-032-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_032-PE.png
桜小路きな子,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE+,PL!SP-pb1-032-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_032-PE2.png
米女メイ,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,CatChu!,,,,,PE,PL!SP-pb1-033-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_033-PE.png
米女メイ,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,CatChu!,,,,,PE+,PL!SP-pb1-033-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_033-PE2.png
若菜四季,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE,PL!SP-pb1-034-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_034-PE.png
若菜四季,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE+,PL!SP-pb1-034-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_034-PE2.png
鬼塚夏美,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE,PL!SP-pb1-035-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_035-PE.png
鬼塚夏美,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE+,PL!SP-pb1-035-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_035-PE2.png
ウィーン・マルガレーテ,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,KALEIDOSCORE,,,,,PE,PL!SP-pb1-036-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_036-PE.png
ウィーン・マルガレーテ,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,KALEIDOSCORE,,,,,PE+,PL!SP-pb1-036-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_036-PE2.png
鬼塚冬毬,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE,PL!SP-pb1-037-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_037-PE.png
鬼塚冬毬,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,5yncri5e!,,,,,PE+,PL!SP-pb1-037-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_037-PE2.png
澁谷かのん＆嵐 千砂都,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,SRE,PL!SP-pb1-038-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_038-SRE.png
唐 可可,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,SRE,PL!SP-pb1-039-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_039-SRE.png
平安名すみれ＆葉月 恋,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,SRE,PL!SP-pb1-040-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_040-SRE.png
桜小路きな子＆鬼塚夏美,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,SRE,PL!SP-pb1-041-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_041-SRE.png
米女メイ＆若菜四季,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,SRE,PL!SP-pb1-042-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_042-SRE.png
マルガレーテ＆鬼塚冬毬,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,SRE,PL!SP-pb1-043-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_043-SRE.png
澁谷かのん,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,CatChu!,,,,,SRE,PL!SP-pb1-044-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_044-SRE.png
澁谷かのん,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,CatChu!,,,,,SECE,PL!SP-pb1-044-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1-044-SECE.png
Liella!,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb1-100-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_100-LLE.png
Liella!,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb1-200-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_200-LLE.png
Liella!,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb1-300-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_300-LLE.png
Liella!,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb1-400-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_400-LLE.png
Liella!,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb1-500-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_500-LLE.png
柊 摩央&聖澤悠奈,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,,,,,,,SRE,PL!SP-pb1-045-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_045-SRE.png
柊 摩央&聖澤悠奈,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,,,,,,,SRE,PL!SP-pb1-046-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_046-SRE.png
柊 摩央&聖澤悠奈,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,,,,,,,SRE,PL!SP-pb1-047-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_047-SRE.png
柊 摩央,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,,,,,,,SRE,PL!SP-pb1-048-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_048-SRE.png
聖澤悠奈,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,,,,,,,SRE,PL!SP-pb1-049-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_049-SRE.png
エネルギーカード,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,,,,,,,SRE,PL!SP-pb1-050-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_050-SRE.png
エネルギーカード,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,,,,,,,SRE,PL!SP-pb1-051-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_051-SRE.png
エネルギーカード,プレミアムブースター ラブライブ！スーパースター!!,エネルギー,,,,,,,SRE,PL!SP-pb1-052-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP/PL!SP-pb1_052-SRE.png
