card_name,product,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
星空 凛,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,lily white,15,"pink:3,yellow:2,purple:2",pink,3,P+,PL!-pb1-014-P＋,,,,<常時> 自分の成功ライブカード置き場に『lily white』のカードがある場合、手札にあるこのメンバーカードのコストは2減る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-014-P2.png
西木野真姫,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,BiBi,11,"pink:1,yellow:1,purple:3",purple,2,P+,PL!-pb1-015-P＋,,,,<登場> / <ライブ開始時> <センター> 『BiBi』のメンバー1人をウェイトにしてもよい：相手は、自身のステージにいるアクティブ状態のメンバー1人をウェイトにする。（この能力はセンターエリアにいる場合のみ発動する。） <自動> <ターン1回> 自分のカードの効果によって、相手のステージにいるアクティブ状態のコスト4以下のメンバーがウェイト状態になったとき、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-015-P2.png
東條 希,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,lily white,9,"pink:2,purple:1",,3,P+,PL!-pb1-016-P＋,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを4枚見る。その中から『lily white』のカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-016-P2.png
小泉花陽,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,Printemps,7,"pink:1,yellow:1",,2,P+,PL!-pb1-017-P＋,,,,<登場> このメンバーをウェイトにしてもよい：カードを1枚引く。その後、このメンバーが『Printemps』のメンバーからバトンタッチして登場していないかぎり、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-017-P2.png
矢澤にこ,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,BiBi,7,purple:2,,,P+,PL!-pb1-018-P＋,,,,<登場> 自分と相手はそれぞれ、自身の控え室からコスト2以下のメンバーカードを1枚、メンバーのいないエリアにウェイト状態で登場させる。（この効果で登場したメンバーのいるエリアには、このターンにメンバーは登場できない。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-018-P2.png
高坂穂乃果,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,PE,PL!-pb1-034-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-034-PE.png
絢瀬絵里,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,PE,PL!-pb1-035-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-035-PE.png
南ことり,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,PE,PL!-pb1-036-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-036-PE.png
園田海未,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,lily white,,,,,PE,PL!-pb1-037-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-037-PE.png
星空 凛,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,lily white,,,,,PE,PL!-pb1-038-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-038-PE.png
西木野真姫,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,PE,PL!-pb1-039-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-039-PE.png
東條 希,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,lily white,,,,,PE,PL!-pb1-040-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-040-PE.png
小泉花陽,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,PE,PL!-pb1-041-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-041-PE.png
矢澤にこ,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,PE,PL!-pb1-042-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-042-PE.png
高坂穂乃果,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,PE+,PL!-pb1-034-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-PE2-034-PE2.png
絢瀬絵里,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,PE+,PL!-pb1-035-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-PE2-035-PE2.png
南ことり,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,PE+,PL!-pb1-036-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-PE2-036-PE2.png
園田海未,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,lily white,,,,,PE+,PL!-pb1-037-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-PE2-037-PE2.png
星空 凛,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,lily white,,,,,PE+,PL!-pb1-038-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-PE2-038-PE2.png
西木野真姫,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,PE+,PL!-pb1-039-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-PE2-039-PE2.png
東條 希,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,lily white,,,,,PE+,PL!-pb1-040-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-PE2-040-PE2.png
小泉花陽,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,PE+,PL!-pb1-041-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-PE2-041-PE2.png
矢澤にこ,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,PE+,PL!-pb1-042-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-PE2-042-PE2.png
南ことり,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,Printemps,13,"pink:2,yellow:2,purple:1",yellow,3,R,PL!-pb1-003-R,,,,<登場> このメンバーをウェイトにしてもよい：自分のステージにいる『Printemps』のメンバー1人につき、エネルギーを1枚アクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-003-R.png
園田海未,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,lily white,15,"pink:3,yellow:1,purple:2",pink,4,R,PL!-pb1-004-R,,,,<登場> <センター> 自分の成功ライブカード置き場に <スコア> を持つ『μ's』のカードが1枚ある場合、ライブ終了時まで、「 <常時> ライブの合計スコアを＋１する。」を得る。2枚以上ある場合、代わりに「 <常時> ライブの合計スコアを＋２する。」を得る。（この能力はセンターエリアに登場した場合のみ発動する。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-004-R.png
星空 凛,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,lily white,2,pink:1,pink,1,R,PL!-pb1-005-R,,,,<登場> 自分の成功ライブカード置き場にカードがある場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-005-R.png
西木野真姫,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,BiBi,11,"yellow:2,purple:3",purple,2,R,PL!-pb1-006-R,,,,<登場> 自分の控え室から『μ's』のライブカードを1枚までデッキの一番上に置く。その後、相手のステージにウェイト状態のメンバーがいる場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-006-R.png
東條 希,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,lily white,13,"pink:3,yellow:1,purple:2",,3,R,PL!-pb1-007-R,,,,<起動> <ターン1回> 手札を3枚控え室に置く：自分のステージにほかの『lily white』のメンバーがいる場合、自分の控え室から『μ's』のライブカードを1枚手札に加える。この能力を起動するためのコストは、自分の成功ライブカード置き場にあるカード1枚につき、控え室に置く手札の数が1枚減る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-007-R.png
小泉花陽,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,Printemps,11,"pink:1,yellow:3,purple:1",,3,R,PL!-pb1-008-R,,,,<登場> メンバーを3人までウェイトにしてもよい：これによりウェイト状態にしたメンバー1人につき、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-008-R.png
矢澤にこ,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,BiBi,4,"yellow:1,purple:1",,1,R,PL!-pb1-009-R,,,,<登場> 相手のステージにいる元々持つ <ブレード> の数が1つ以下のメンバー1人をウェイトにする。 <登場> このターン、自分と相手のステージにいるメンバーは、効果によってはアクティブにならない。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-009-R.png
高坂穂乃果,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,Printemps,11,"pink:2,yellow:3",,3,R,PL!-pb1-010-R,,,,<ライブ開始時> 手札を1枚控え室に置いてもよい：ライブ終了時まで、自分のステージにいるほかのメンバーは <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-010-R.png
絢瀬絵里,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,BiBi,2,purple:1,purple,1,R,PL!-pb1-011-R,,,,<登場> 自分のステージに名前の異なる『BiBi』のメンバーが2人以上いる場合、相手のステージにいるコスト4以下のメンバー1人をウェイトにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-011-R.png
南ことり,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,Printemps,2,yellow:1,,1,R,PL!-pb1-012-R,,,,<登場> 自分のステージにいる『Printemps』のメンバーを1人までアクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-012-R.png
園田海未,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,lily white,9,"pink:3,purple:1",,2,R,PL!-pb1-013-R,,,,<起動> <ターン1回> <E> <E> ：自分の手札を、相手は見ないで1枚選び公開する。これにより公開されたカードがライブカードの場合、ライブ終了時まで、このメンバーは「 <常時> ライブの合計スコアを＋１する。」を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-013-R.png
星空 凛,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,lily white,15,"pink:3,yellow:2,purple:2",pink,3,R,PL!-pb1-014-R,,,,<常時> 自分の成功ライブカード置き場に『lily white』のカードがある場合、手札にあるこのメンバーカードのコストは2減る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-014-R.png
西木野真姫,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,BiBi,11,"pink:1,yellow:1,purple:3",purple,2,R,PL!-pb1-015-R,,,,<登場> / <ライブ開始時> <センター> 『BiBi』のメンバー1人をウェイトにしてもよい：相手は、自身のステージにいるアクティブ状態のメンバー1人をウェイトにする。（この能力はセンターエリアにいる場合のみ発動する。） <自動> <ターン1回> 自分のカードの効果によって、相手のステージにいるアクティブ状態のコスト4以下のメンバーがウェイト状態になったとき、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-015-R.png
東條 希,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,lily white,9,"pink:2,purple:1",,3,R,PL!-pb1-016-R,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを4枚見る。その中から『lily white』のカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-016-R.png
小泉花陽,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,Printemps,7,"pink:1,yellow:1",,2,R,PL!-pb1-017-R,,,,<登場> このメンバーをウェイトにしてもよい：カードを1枚引く。その後、このメンバーが『Printemps』のメンバーからバトンタッチして登場していないかぎり、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-017-R.png
矢澤にこ,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,BiBi,7,purple:2,,,R,PL!-pb1-018-R,,,,<登場> 自分と相手はそれぞれ、自身の控え室からコスト2以下のメンバーカードを1枚、メンバーのいないエリアにウェイト状態で登場させる。（この効果で登場したメンバーのいるエリアには、このターンにメンバーは登場できない。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-018-R.png
高坂穂乃果,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,Printemps,13,"pink:2,yellow:3,purple:1",yellow,3,R,PL!-pb1-001-R,,,,<起動> <センター> <ターン1回> このメンバーをウェイトにし、手札を1枚控え室に置く：ライブカードかコスト10以上のメンバーカードのどちらか1つを選ぶ。選んだカードが公開されるまで、自分のデッキの一番上からカードを１枚ずつ公開する。そのカードを手札に加え、これにより公開されたほかのすべてのカードを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-001-R.png
絢瀬絵里,プレミアムブースター ラブライブ！,メンバー,ラブライブ！,BiBi,13,"pink:1,yellow:2,purple:2",purple,3,R,PL!-pb1-002-R,,,,<登場> / <ライブ開始時> このメンバーをウェイトにしてもよい：自分のステージにいるメンバーが『BiBi』のみの場合、相手のステージにいる元々持つ <ブレード> の数が3つ以下のメンバー1人をウェイトにする。 <常時> 相手のステージにいるウェイト状態のメンバー1人につき、 purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-002-R.png
高坂穂乃果,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,SECE,PL!-pb1-052-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-SECE.png
高坂穂乃果,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,SRE,PL!-pb1-043-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-043-SRE.png
絢瀬絵里,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,BiBi,,,,,SRE,PL!-pb1-044-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-044-SRE.png
南ことり,プレミアムブースター ラブライブ！,エネルギー,ラブライブ！,Printemps,,,,,SRE,PL!-pb1-045-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLL/PL!-pb1-045-SRE.png
