card_name,card_name_eng,収録商品,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
園田海未,Sonoda Umi,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,5.0,"pink:1,yellow:1",,2.0,R,PL!-bp6-004-R,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『μ's』のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-004-R.png
南ことり,Minami Kotori,ブースターパック Royal Holiday,メンバー,ラブライブ！,Printemps,15.0,"pink:1,yellow:3,purple:1",yellow,7.0,P+,PL!-bp6-003-P＋,,,,""" <ライブ開始時> <センター> 手札にあるコスト2以下の『μ's』のメンバーカードを1枚公開し、このメンバーの下に置いてもよい。そうした場合、好きなハートの色を1つ指定する。ライブ終了時まで、そのハートを1つ得る。 <ライブ成功時> このメンバーの下にあるコスト2以下の『μ's』のメンバーカードを1枚、メンバーのいないエリアに登場させてもよい。""",https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-003-P2.png
園田海未,Sonoda Umi,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,5.0,"pink:1,yellow:1",,2.0,P,PL!-bp6-004-P,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『μ's』のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-004-P.png
星空 凛,Hoshizora Rin,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,11.0,"pink:1,yellow:2,purple:1",yellow,2.0,R,PL!-bp6-005-R,,,,<登場> 手札を2枚控え室に置いてもよい：自分の控え室にある yellow を持つメンバーカード1枚までと、必要ハートに yellow を含むライブカード1枚までを手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-005-R.png
星空 凛,Hoshizora Rin,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,11.0,"pink:1,yellow:2,purple:1",yellow,2.0,P,PL!-bp6-005-P,,,,<登場> 手札を2枚控え室に置いてもよい：自分の控え室にある yellow を持つメンバーカード1枚までと、必要ハートに yellow を含むライブカード1枚までを手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-005-P.png
西木野真姫,Nishikino Maki,ブースターパック Royal Holiday,メンバー,ラブライブ！,BiBi,17.0,"pink:2,yellow:2,purple:3",purple,4.0,R+,PL!-bp6-006-R＋,,,,<起動> <ターン1回> 手札を1枚控え室に置く：好きなハートの色を1つ指定する。その後、自分のデッキの上からカードを5枚公開する。公開されたカードの中に指定した色のハートを持つメンバーカードと必要ハートに指定した色を含むライブカードが合計5枚含まれる場合、その中から『μ's』のカードを1枚手札に加え、ライブ終了時まで、 <ブレード> <ブレード> <ブレード> を得る。公開した残りのカードを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-006-R2.png
西木野真姫,Nishikino Maki,ブースターパック Royal Holiday,メンバー,ラブライブ！,BiBi,17.0,"pink:2,yellow:2,purple:3",purple,4.0,P,PL!-bp6-006-P,,,,<起動> <ターン1回> 手札を1枚控え室に置く：好きなハートの色を1つ指定する。その後、自分のデッキの上からカードを5枚公開する。公開されたカードの中に指定した色のハートを持つメンバーカードと必要ハートに指定した色を含むライブカードが合計5枚含まれる場合、その中から『μ's』のカードを1枚手札に加え、ライブ終了時まで、 <ブレード> <ブレード> <ブレード> を得る。公開した残りのカードを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-006-P.png
西木野真姫,Nishikino Maki,ブースターパック Royal Holiday,メンバー,ラブライブ！,BiBi,17.0,"pink:2,yellow:2,purple:3",purple,4.0,SEC,PL!-bp6-006-SEC,,,,<起動> <ターン1回> 手札を1枚控え室に置く：好きなハートの色を1つ指定する。その後、自分のデッキの上からカードを5枚公開する。公開されたカードの中に指定した色のハートを持つメンバーカードと必要ハートに指定した色を含むライブカードが合計5枚含まれる場合、その中から『μ's』のカードを1枚手札に加え、ライブ終了時まで、 <ブレード> <ブレード> <ブレード> を得る。公開した残りのカードを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-006-SEC.png
東條 希,Tojo Nozomi,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,11.0,"pink:2,yellow:1,purple:1",pink,4.0,R+,PL!-bp6-007-R＋,,,,<ライブ成功時> 自分のデッキの一番上のカードを公開し、手札に加える。それがブレードハートを持たないメンバーカードの場合、ライブの合計スコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-007-R2.png
西木野真姫,Nishikino Maki,ブースターパック Royal Holiday,メンバー,ラブライブ！,BiBi,17.0,"pink:2,yellow:2,purple:3",purple,4.0,P+,PL!-bp6-006-P＋,,,,<起動> <ターン1回> 手札を1枚控え室に置く：好きなハートの色を1つ指定する。その後、自分のデッキの上からカードを5枚公開する。公開されたカードの中に指定した色のハートを持つメンバーカードと必要ハートに指定した色を含むライブカードが合計5枚含まれる場合、その中から『μ's』のカードを1枚手札に加え、ライブ終了時まで、 <ブレード> <ブレード> <ブレード> を得る。公開した残りのカードを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-006-P2.png
東條 希,Tojo Nozomi,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,11.0,"pink:2,yellow:1,purple:1",pink,4.0,P,PL!-bp6-007-P,,,,<ライブ成功時> 自分のデッキの一番上のカードを公開し、手札に加える。それがブレードハートを持たないメンバーカードの場合、ライブの合計スコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-007-P.png
東條 希,Tojo Nozomi,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,11.0,"pink:2,yellow:1,purple:1",pink,4.0,SEC,PL!-bp6-007-SEC,,,,<ライブ成功時> 自分のデッキの一番上のカードを公開し、手札に加える。それがブレードハートを持たないメンバーカードの場合、ライブの合計スコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-007-SEC.png
東條 希,Tojo Nozomi,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,11.0,"pink:2,yellow:1,purple:1",pink,4.0,P+,PL!-bp6-007-P＋,,,,<ライブ成功時> 自分のデッキの一番上のカードを公開し、手札に加える。それがブレードハートを持たないメンバーカードの場合、ライブの合計スコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-007-P2.png
小泉花陽,Koizumi Hanayo,ブースターパック Royal Holiday,メンバー,ラブライブ！,Printemps,7.0,"pink:1,yellow:1,purple:1",,1.0,R,PL!-bp6-008-R,,,,<起動> <ターン1回> このメンバーをウェイトにする：自分のステージにいるほかのメンバー1人をアクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-008-R.png
小泉花陽,Koizumi Hanayo,ブースターパック Royal Holiday,メンバー,ラブライブ！,Printemps,7.0,"pink:1,yellow:1,purple:1",,1.0,P,PL!-bp6-008-P,,,,<起動> <ターン1回> このメンバーをウェイトにする：自分のステージにいるほかのメンバー1人をアクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-008-P.png
矢澤にこ,Yazawa Nico,ブースターパック Royal Holiday,メンバー,ラブライブ！,BiBi,9.0,"yellow:1,purple:1",,5.0,R,PL!-bp6-009-R,,,,<常時> <センター> 自分のステージの右サイドエリアと左サイドエリアに、元々持つ <ブレード> の数が2つのメンバーがいるかぎり、ライブの合計スコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-009-R.png
高坂穂乃果,Kosaka Honaka,ブースターパック Royal Holiday,メンバー,ラブライブ！,Printemps,2.0,yellow:1,yellow,1.0,N,PL!-bp6-010-N,,,,<起動> このメンバーをステージから控え室に置く：相手のステージにいるコスト4以下のメンバー1人をウェイトにする。 （ウェイト状態のメンバーが持つ <ブレード> は、エールで公開する枚数を増やさない。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-010-N.png
矢澤にこ,Yazawa Nico,ブースターパック Royal Holiday,メンバー,ラブライブ！,BiBi,9.0,"yellow:1,purple:1",,5.0,P,PL!-bp6-009-P,,,,<常時> <センター> 自分のステージの右サイドエリアと左サイドエリアに、元々持つ <ブレード> の数が2つのメンバーがいるかぎり、ライブの合計スコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-009-P.png
絢瀬絵里,Ayase Eli,ブースターパック Royal Holiday,メンバー,ラブライブ！,BiBi,11.0,"pink:1,yellow:1,purple:2",purple,4.0,N,PL!-bp6-011-N,,,,<ライブ成功時> カードを2枚引き、手札を2枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-011-N.png
園田海未,Sonoda Umi,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,9.0,"pink:1,yellow:1,purple:1",,4.0,N,PL!-bp6-013-N,,,,<登場> 自分の成功ライブカード置き場にあるカードのスコアの合計が６以上の場合、自分の控え室から『μ's』のライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-013-N.png
南ことり,Minami Kotori,ブースターパック Royal Holiday,メンバー,ラブライブ！,Printemps,4.0,yellow:1,yellow,2.0,N,PL!-bp6-012-N,,,,<常時> 自分の成功ライブカード置き場に『Printemps』のカードがあるかぎり、 yellow を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-012-N.png
星空 凛,Hoshizora Rin,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,4.0,pink:1,pink,2.0,N,PL!-bp6-014-N,,,,<常時> 自分の成功ライブカード置き場に『lily white』のカードがあるかぎり、 pink を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-014-N.png
西木野真姫,Nishikino Maki,ブースターパック Royal Holiday,メンバー,ラブライブ！,BiBi,4.0,purple:1,purple,2.0,N,PL!-bp6-015-N,,,,<常時> 自分の成功ライブカード置き場に『BiBi』のカードがあるかぎり、 purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-015-N.png
東條 希,Tojo Nozomi,ブースターパック Royal Holiday,メンバー,ラブライブ！,lily white,2.0,pink:1,pink,1.0,N,PL!-bp6-016-N,,,,<ライブ成功時> 自分のデッキの上からカードを3枚見る。それらを好きな順番でデッキの上に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-016-N.png
矢澤にこ,Yazawa Nico,ブースターパック Royal Holiday,メンバー,ラブライブ！,BiBi,13.0,"pink:3,yellow:3",pink,4.0,N,PL!-bp6-018-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-018-N.png
Music S.T.A.R.T!!,,ブースターパック Royal Holiday,ライブ,ラブライブ！,,,,all,,L,PL!-bp6-019-L,"pink:1,yellow:1,purple:1,grey:2",,2.0,<常時> このカードが自分の成功ライブカード置き場にあるかぎり、元々のコストが17以上の『μ's』のメンバーカードを自分の手札から登場させるためのコストは2減る。この効果は重複しない。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-019-L.png
小泉花陽,Koizumi Hanayo,ブースターパック Royal Holiday,メンバー,ラブライブ！,Printemps,2.0,"pink:1,yellow:1",yellow,,N,PL!-bp6-017-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-017-N.png
Dancing stars on me!,,ブースターパック Royal Holiday,ライブ,ラブライブ！,,,,pink,,L,PL!-bp6-020-L,"pink:2,yellow:2,purple:2,grey:6",draw,5.0,<自動> <ターン1回> 自分のステージのセンターエリアにいる『μ's』のメンバーの <ライブ開始時> 能力が解決したとき、そのメンバーをポジションチェンジする。 <自動> <ターン1回> 自分のステージのセンターエリアにいる『μ's』のメンバーの <ライブ成功時> 能力が解決したとき、そのメンバーがこのターン中に移動している場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-020-L.png
Wonderful Rush,,ブースターパック Royal Holiday,ライブ,ラブライブ！,,,,all,,L,PL!-bp6-021-L,"yellow:8,grey:7",,7.0,<ライブ成功時> 『μ's』のメンバー1人をステージから控え室に置いてもよい：このカードのスコアを＋１し、自分の控え室から『μ's』のライブカード1枚を手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-021-L.png
Dreamin' Go! Go!!,,ブースターパック Royal Holiday,ライブ,ラブライブ！,,,,,,L,PL!-bp6-022-L,"pink:5,yellow:5,purple:5,grey:5",score,9.0,<常時> このカードが自分の成功ライブカード置き場にあるかぎり、自分の元々のスコアが５以上の『μ's』のライブカードの必要ハートを grey grey 減らす。この効果は重複しない。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-022-L.png
sweet&sweet holiday,,ブースターパック Royal Holiday,ライブ,ラブライブ！,Printemps,,,yellow,,L,PL!-bp6-023-L,"pink:2,yellow:4,grey:4",draw,4.0,<ライブ成功時> カードを1枚引く。自分の成功ライブカード置き場に『μ's』のカードがある場合、さらにカードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-023-L.png
錯覚CROSSROADS,,ブースターパック Royal Holiday,ライブ,ラブライブ！,BiBi,,,all,,L,PL!-bp6-024-L,"pink:1,yellow:1,purple:2,grey:3",,3.0,<常時> このカードを成功ライブカード置き場に置く場合、代わりに自分の控え室にある『μ's』のライブカードを1枚置いてもよい。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-024-L.png
高坂穂乃果,Kosaka Honaka,ブースターパック Royal Holiday,エネルギー,ラブライブ！,Printemps,,,,,SECE,PL!-bp6-E01-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E01-SECE.png
南ことり,Minami Kotori,ブースターパック Royal Holiday,エネルギー,ラブライブ！,Printemps,,,,,SECE,PL!-bp6-E02-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E02-SECE.png
西木野真姫,Nishikino Maki,ブースターパック Royal Holiday,エネルギー,ラブライブ！,BiBi,,,,,SECE,PL!-bp6-E03-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E03-SECE.png
南ことり,Minami Kotori,ブースターパック Royal Holiday,エネルギー,ラブライブ！,Printemps,,,,,PE,PL!-bp6-E06-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E06-PE.png
南ことり,Minami Kotori,ブースターパック Royal Holiday,エネルギー,ラブライブ！,Printemps,,,,,PE+,PL!-bp6-E06-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E06-PE2.png
高坂穂乃果,Kosaka Honaka,ブースターパック Royal Holiday,エネルギー,ラブライブ！,Printemps,,,,,PE,PL!-bp6-E05-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E05-PE.png
東條 希,Tojo Nozomi,ブースターパック Royal Holiday,エネルギー,ラブライブ！,lily white,,,,,SECE,PL!-bp6-E04-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E04-SECE.png
高坂穂乃果,Kosaka Honaka,ブースターパック Royal Holiday,エネルギー,ラブライブ！,Printemps,,,,,PE+,PL!-bp6-E05-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E05-PE2.png
μ's,,ブースターパック Royal Holiday,エネルギー,ラブライブ！,,,,,,LLE,PL!-bp6-E10-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E10-LLE.png
高海千歌,Takami Chika,ブースターパック Royal Holiday,メンバー,ラブライブ！サンシャイン!!,CYaRon！,4.0,blue:1,,2.0,R,PL!S-bp6-001-R,,,,<登場> 控え室から登場している場合、相手のステージの右サイドエリアか左サイドエリアにいるコスト13以上のメンバー1人をウェイトにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp6-001-R.png
君のこころは輝いてるかい？,,ブースターパック Royal Holiday,ライブ,ラブライブ！サンシャイン!!,,,,,,SECL,PL!S-bp2-024-SECL,"blue:1,grey:1",score,0.0,<常時> このカードは成功ライブカード置き場に置くことができない。 <ライブ成功時> カードを2枚引き、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp2-024-SECL.png
μ's,,ブースターパック Royal Holiday,エネルギー,ラブライブ！,,,,,,LLE,PL!-bp6-E20-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!-bp6-E20-LLE.png
高海千歌,Takami Chika,ブースターパック Royal Holiday,メンバー,ラブライブ！サンシャイン!!,CYaRon！,4.0,blue:1,,2.0,P,PL!S-bp6-001-P,,,,<登場> 控え室から登場している場合、相手のステージの右サイドエリアか左サイドエリアにいるコスト13以上のメンバー1人をウェイトにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp6-001-P.png
桜内梨子,Sakurauchi Riko,ブースターパック Royal Holiday,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,17.0,"red:2,green:2,blue:2",blue,6.0,P,PL!S-bp6-002-P,,,,<自動> <ターン1回> 『Aqours』のライブカードが自分のライブカード置き場から控え室に置かれたとき、そのライブカードをデッキの一番上か一番下に置いてもよい。 <ライブ開始時> 自分のライブカード置き場にあるカードが『Aqours』のみで、かつそれらの必要ハートに含まれる red と green と blue の合計が12以上の場合、ライブ終了時まで、 <ハート> <ハート> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp6-002-P.png
桜内梨子,Sakurauchi Riko,ブースターパック Royal Holiday,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,17.0,"red:2,green:2,blue:2",blue,6.0,R+,PL!S-bp6-002-R＋,,,,<自動> <ターン1回> 『Aqours』のライブカードが自分のライブカード置き場から控え室に置かれたとき、そのライブカードをデッキの一番上か一番下に置いてもよい。 <ライブ開始時> 自分のライブカード置き場にあるカードが『Aqours』のみで、かつそれらの必要ハートに含まれる red と green と blue の合計が12以上の場合、ライブ終了時まで、 <ハート> <ハート> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp6-002-R2.png
桜内梨子,Sakurauchi Riko,ブースターパック Royal Holiday,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,17.0,"red:2,green:2,blue:2",blue,6.0,P+,PL!S-bp6-002-P＋,,,,""" <自動> <ターン1回> 『Aqours』のライブカードが自分のライブカード置き場から控え室に置かれたとき、そのライブカードをデッキの一番上か一番下に置いてもよい。 <ライブ開始時> 自分のライブカード置き場にあるカードが『Aqours』のみで、かつそれらの必要ハートに含まれる red と green と blue の合計が12以上の場合、ライブ終了時まで、 <ハート> <ハート> を得る。""",https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp6-002-P2.png
桜内梨子,Sakurauchi Riko,ブースターパック Royal Holiday,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,17.0,"red:2,green:2,blue:2",blue,6.0,SEC,PL!S-bp6-002-SEC,,,,""" <自動> <ターン1回> 『Aqours』のライブカードが自分のライブカード置き場から控え室に置かれたとき、そのライブカードをデッキの一番上か一番下に置いてもよい。 <ライブ開始時> 自分のライブカード置き場にあるカードが『Aqours』のみで、かつそれらの必要ハートに含まれる red と green と blue の合計が12以上の場合、ライブ終了時まで、 <ハート> <ハート> を得る。""",https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp6-002-SEC.png
松浦果南,Matsuura Kanan,ブースターパック Royal Holiday,メンバー,ラブライブ！サンシャイン!!,AZALEA,9.0,"red:1,green:1,blue:1",,3.0,R,PL!S-bp6-003-R,,,,<起動> <ターン1回> <E> <E> 手札を1枚控え室に置く：このメンバー以外の『Aqours』のメンバー1人を自分のステージから控え室に置く。そうした場合、自分の控え室から、そのメンバーのコストに2を足した数に等しいコストの『Aqours』のメンバーカードを1枚、そのメンバーがいたエリアに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp6-003-R.png
松浦果南,Matsuura Kanan,ブースターパック Royal Holiday,メンバー,ラブライブ！サンシャイン!!,AZALEA,9.0,"red:1,green:1,blue:1",,3.0,P,PL!S-bp6-003-P,,,,<起動> <ターン1回> <E> <E> 手札を1枚控え室に置く：このメンバー以外の『Aqours』のメンバー1人を自分のステージから控え室に置く。そうした場合、自分の控え室から、そのメンバーのコストに2を足した数に等しいコストの『Aqours』のメンバーカードを1枚、そのメンバーがいたエリアに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp6-003-P.png
黒澤ダイヤ,Kurosawa Dia,ブースターパック Royal Holiday,メンバー,ラブライブ！サンシャイン!!,AZALEA,11.0,"red:2,green:2",red,3.0,P+,PL!S-bp6-004-P＋,,,,<ライブ開始時> 自分のライブカード置き場にカードが2枚以上ある場合、その中から <ライブ開始時> 能力を持たない『Aqours』のライブカードを1枚選び、デッキの一番上に置いてもよい。そうした場合、ライブ終了時まで、 red と green を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP06/PL!S-bp6-004-P2.png
