card_name,card_name_eng,収録商品,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
渡辺 曜,Watanabe You,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,CYaRon！,15,"red:2,green:2,blue:2",,6,R+,PL!S-bp7-005-R＋,,,,<登場> 自分の控え室にあるメンバーカード1枚を、自分のステージにいるメンバー1人の下に置く。 <常時> 自分のステージにいる、メンバーカードが下に置かれている『Aqours』のメンバーは、 <ブレード> を得る。 <起動> <センター> <ターン1回> 手札を2枚控え室に置く：このメンバーと自分のステージにいるほかの『Aqours』のメンバー1人を選ぶ。それらが持つ <登場> 能力それぞれ1つを発動させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-005-R2.png
渡辺 曜,Watanabe You,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,CYaRon！,15,"red:2,green:2,blue:2",,6,P,PL!S-bp7-005-P,,,,<登場> 自分の控え室にあるメンバーカード1枚を、自分のステージにいるメンバー1人の下に置く。 <常時> 自分のステージにいる、メンバーカードが下に置かれている『Aqours』のメンバーは、 <ブレード> を得る。 <起動> <センター> <ターン1回> 手札を2枚控え室に置く：このメンバーと自分のステージにいるほかの『Aqours』のメンバー1人を選ぶ。それらが持つ <登場> 能力それぞれ1つを発動させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-005-P.png
渡辺 曜,Watanabe You,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,CYaRon！,15,"red:2,green:2,blue:2",,6,P+,PL!S-bp7-005-P＋,,,,<登場> 自分の控え室にあるメンバーカード1枚を、自分のステージにいるメンバー1人の下に置く。 <常時> 自分のステージにいる、メンバーカードが下に置かれている『Aqours』のメンバーは、 <ブレード> を得る。 <起動> <センター> <ターン1回> 手札を2枚控え室に置く：このメンバーと自分のステージにいるほかの『Aqours』のメンバー1人を選ぶ。それらが持つ <登場> 能力それぞれ1つを発動させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-005-P2.png
渡辺 曜,Watanabe You,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,CYaRon！,15,"red:2,green:2,blue:2",,6,SEC,PL!S-bp7-005-SEC,,,,<登場> 自分の控え室にあるメンバーカード1枚を、自分のステージにいるメンバー1人の下に置く。 <常時> 自分のステージにいる、メンバーカードが下に置かれている『Aqours』のメンバーは、 <ブレード> を得る。 <起動> <センター> <ターン1回> 手札を2枚控え室に置く：このメンバーと自分のステージにいるほかの『Aqours』のメンバー1人を選ぶ。それらが持つ <登場> 能力それぞれ1つを発動させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-005-SEC.png
津島善子,Tsushima Yoshiko,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,2,green:1,green,1,R,PL!S-bp7-006-R,,,,<ライブ開始時> 自分のデッキの下からカードを3枚控え室に置く。それらがすべて『Aqours』のメンバーカードの場合、ライブ終了時まで、 green を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-006-R.png
津島善子,Tsushima Yoshiko,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,2,green:1,green,1,P,PL!S-bp7-006-P,,,,<ライブ開始時> 自分のデッキの下からカードを3枚控え室に置く。それらがすべて『Aqours』のメンバーカードの場合、ライブ終了時まで、 green を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-006-P.png
松浦果南,Matsuura Kanan,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,AZALEA,4,blue:1,green,2,SEC,PL!S-bp7-003-SEC,,,,<登場> / <ライブ開始時> 自分のデッキの一番上のカードを見る。それをデッキの一番下に置いてもよい。 <登場> 以下から1つを選ぶ。 ・ライブ終了時まで、自分のステージにいる元々持つ <ブレード> の数が3つ以下の『Aqours』のメンバーは、相手の効果によってはウェイトしない。 ・このメンバーを『Aqours』か『Saint Snow』のメンバーがいるエリアにポジションチェンジする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-003-SEC.png
国木田花丸,Kunikida Hanamaru,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,AZALEA,11,"red:1,green:1,blue:1",red,1,R+,PL!S-bp7-007-R＋,,,,<登場> 自分の控え室からコスト2以下のメンバーカードを1枚手札に加える。これによって「津島善子」か「黒澤ルビィ」を手札に加えた場合、そのカードを自分のステージのメンバーのいないエリアに登場させてもよい。 <ライブ開始時> 自分の控え室から『Aqours』のメンバーカードを3枚まで好きな順番でデッキの下に置く。ライブ終了時まで、これによりデッキに置かれたカード1枚につき、 <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-007-R2.png
国木田花丸,Kunikida Hanamaru,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,AZALEA,11,"red:1,green:1,blue:1",red,1,P+,PL!S-bp7-007-P＋,,,,<登場> 自分の控え室からコスト2以下のメンバーカードを1枚手札に加える。これによって「津島善子」か「黒澤ルビィ」を手札に加えた場合、そのカードを自分のステージのメンバーのいないエリアに登場させてもよい。 <ライブ開始時> 自分の控え室から『Aqours』のメンバーカードを3枚まで好きな順番でデッキの下に置く。ライブ終了時まで、これによりデッキに置かれたカード1枚につき、 <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-007-P2.png
国木田花丸,Kunikida Hanamaru,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,AZALEA,11,"red:1,green:1,blue:1",red,1,P,PL!S-bp7-007-P,,,,<登場> 自分の控え室からコスト2以下のメンバーカードを1枚手札に加える。これによって「津島善子」か「黒澤ルビィ」を手札に加えた場合、そのカードを自分のステージのメンバーのいないエリアに登場させてもよい。 <ライブ開始時> 自分の控え室から『Aqours』のメンバーカードを3枚まで好きな順番でデッキの下に置く。ライブ終了時まで、これによりデッキに置かれたカード1枚につき、 <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-007-P.png
国木田花丸,Kunikida Hanamaru,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,AZALEA,11,"red:1,green:1,blue:1",red,1,SEC,PL!S-bp7-007-SEC,,,,<登場> 自分の控え室からコスト2以下のメンバーカードを1枚手札に加える。これによって「津島善子」か「黒澤ルビィ」を手札に加えた場合、そのカードを自分のステージのメンバーのいないエリアに登場させてもよい。 <ライブ開始時> 自分の控え室から『Aqours』のメンバーカードを3枚まで好きな順番でデッキの下に置く。ライブ終了時まで、これによりデッキに置かれたカード1枚につき、 <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-007-SEC.png
小原鞠莉,Ohara Mari,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,9,"red:1,green:1,blue:2",,2,P,PL!S-bp7-008-P,,,,<登場> 自分のデッキの上からカードを3枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを好きな順番でデッキの下に置く。 <ライブ開始時> 自分のデッキの一番下のカードを控え室に置いてもよい。それが「松浦果南」か「黒澤ダイヤ」の場合、それを手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-008-P.png
小原鞠莉,Ohara Mari,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,9,"red:1,green:1,blue:2",,2,R,PL!S-bp7-008-R,,,,<登場> 自分のデッキの上からカードを3枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを好きな順番でデッキの下に置く。 <ライブ開始時> 自分のデッキの一番下のカードを控え室に置いてもよい。それが「松浦果南」か「黒澤ダイヤ」の場合、それを手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-008-R.png
黒澤ルビィ,Kurosawa Ruby,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,CYaRon！,2,blue:1,blue,,P,PL!S-bp7-009-P,,,,<常時> このメンバーの正面のエリアにいるコスト4以下のメンバーは、 <ブレード> を1つ失う。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-009-P.png
黒澤ルビィ,Kurosawa Ruby,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,CYaRon！,2,blue:1,blue,,R,PL!S-bp7-009-R,,,,<常時> このメンバーの正面のエリアにいるコスト4以下のメンバーは、 <ブレード> を1つ失う。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-009-R.png
高海千歌,Takami Chika,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,CYaRon！,4,red:1,red,2,N,PL!S-bp7-010-N,,,,<登場> 自分のデッキの一番下のカードを見る。それをデッキの上から4番目に置いてもよい。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-010-N.png
松浦果南,Matsuura Kanan,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,AZALEA,17,"red:2,green:2,blue:2",red,6,N,PL!S-bp7-012-N,,,,<登場> 自分のステージに『Aqours』か『Saint Snow』のメンバーのみがいる場合、フォーメーションチェンジしてもよい。この効果によって『Saint Snow』のメンバーが移動した場合、ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-012-N.png
渡辺 曜,Watanabe You,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,CYaRon！,2,blue:1,blue,1,N,PL!S-bp7-014-N,,,,<常時> 相手のエネルギーが自分より多いかぎり、 red を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-014-N.png
桜内梨子,Sakurauchi Riko,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,7,"red:1,green:1,blue:1",,1,N,PL!S-bp7-011-N,,,,<起動> <ターン1回> このメンバーをウェイトにする：自分のデッキの下からカードを2枚控え室に置く。それらがすべて『Aqours』のメンバーカードの場合、このメンバーをアクティブにし、ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-011-N.png
黒澤ダイヤ,Kurosawa Dia,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,AZALEA,4,red:1,red,2,N,PL!S-bp7-013-N,,,,<登場> 自分か相手を選ぶ。自分は、そのプレイヤーの控え室にあるメンバーカードを2枚まで好きな順番でデッキの下に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-013-N.png
国木田花丸,Kunikida Hanamaru,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,AZALEA,15,"red:2,green:2,blue:2",blue,3,N,PL!S-bp7-016-N,,,,<常時> 自分のステージにメンバーが3人以上いるかぎり、 red green blue を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-016-N.png
小原鞠莉,Ohara Mari,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,4,green:1,green,1,N,PL!S-bp7-017-N,,,,<登場> 自分のデッキの一番下のカードを控え室に置く。それがコスト10以上のメンバーカードの場合、ライブ終了時まで、 red blue を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-017-N.png
黒澤ルビィ,Kurosawa Ruby,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,CYaRon！,4,blue:1,blue,2,N,PL!S-bp7-018-N,,,,<登場> 自分のステージにいるメンバー1人をセンターエリアにポジションチェンジさせる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-018-N.png
なんどだって約束！,,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！サンシャイン!!,,,,all,,L,PL!S-bp7-019-L,"red:1,green:1,blue:1,grey:2",,2,<ライブ成功時> 自分の控え室から『Aqours』のカードを2枚まで好きな順番でデッキの下に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-019-L.png
津島善子,Tsushima Yoshiko,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,5,"green:1,blue:1",,2,N,PL!S-bp7-015-N,,,,<ライブ開始時> 自分のデッキの下からカードを1枚控え室に置く。それがライブカードの場合、ライブ終了時まで、 red を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-015-N.png
HAPPY PARTY TRAIN,,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！サンシャイン!!,,,,all,,L,PL!S-bp7-020-L,"red:1,green:2,blue:2,grey:3",,3,<ライブ開始時> 自分のステージにいるすべてのメンバーがアクティブ状態の場合、このカードの必要ハートを grey 減らす。 <ライブ開始時> 自分のデッキの下からカードを1枚控え室に置く。それが『Aqours』のメンバーカードの場合、このカードの必要ハートを grey 減らす。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-020-L.png
僕らの旅は終わらない,,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！サンシャイン!!,,,,blue,,L,PL!S-bp7-021-L,"red:2,green:2,blue:2,grey:6",ドロー,5,<ライブ開始時> 自分のステージにメンバーが3人以上いる場合、自分のデッキの下からカードを5枚控え室に置く。それらの中にメンバーカードが3枚以上ある場合、カードを1枚引く。それらがすべてメンバーカードの場合、さらにこのカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-021-L.png
HAPPY PARTY TRAIN,,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！サンシャイン!!,,,,all,,SECL,PL!S-bp7-020-SECL,"red:1,green:2,blue:2,grey:3",,3,<ライブ開始時> 自分のステージにいるすべてのメンバーがアクティブ状態の場合、このカードの必要ハートを grey 減らす。 <ライブ開始時> 自分のデッキの下からカードを1枚控え室に置く。それが『Aqours』のメンバーカードの場合、このカードの必要ハートを grey 減らす。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-020-SECL.png
恋になりたいAQUARIUM,,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！サンシャイン!!,,,,b_heart07,,SECL,PL!S-bp7-022-SECL,"red:3,green:3,blue:3,grey:10",,8,<常時> 自分のエールは、デッキの上から行う代わりにデッキの下から行う。 <ライブ成功時> エールにより公開された自分のカードの中に、 red 、 green 、 blue を持つ『Aqours』のメンバーカードがそれぞれある場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-022-SECL.png
恋になりたいAQUARIUM,,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！サンシャイン!!,,,,b_heart07,,L,PL!S-bp7-022-L,"red:3,green:3,blue:3,grey:10",,8,<常時> 自分のエールは、デッキの上から行う代わりにデッキの下から行う。 <ライブ成功時> エールにより公開された自分のカードの中に、 red 、 green 、 blue を持つ『Aqours』のメンバーカードがそれぞれある場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-022-L.png
ときめき分類学,,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！サンシャイン!!,AZALEA,,,all,,L,PL!S-bp7-024-L,green:2,,1,<ライブ開始時> ライブ終了時まで、自分のステージにいる『Aqours』のメンバー1人は、元々持つハートがすべて green になる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-024-L.png
夜空はなんでも知ってるの？,,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！サンシャイン!!,CYaRon！,,,all,,L,PL!S-bp7-023-L,"red:6,green:1,blue:1,grey:2",,4,<ライブ開始時> 自分のステージに『Aqours』のメンバーが2人以上いる場合、自分のエネルギー1枚をエネルギーデッキに置いてもよい。そうしたとき、相手のエネルギーが自分より1枚多い場合、このカードのスコアを＋１する。2枚以上多い場合、代わりにスコアを＋２する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-023-L.png
"Guilty Night, Guilty Kiss!",,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！サンシャイン!!,Guilty Kiss,,,all,,L,PL!S-bp7-025-L,"green:1,blue:3,grey:3",,3,<ライブ成功時> 以下から1つを選ぶ。 ・相手のステージにいるコスト4以下のメンバーを2人までウェイトにする。そのメンバーは次のターンのアクティブフェイズにアクティブしない。 ・カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-025-L.png
松浦果南,Matsuura Kanan,ブースターパック MELLOW MOMENT,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,SECE,PL!S-bp7-E01-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-E01-SECE.png
桜内梨子,Sakurauchi Riko,ブースターパック MELLOW MOMENT,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE,PL!S-bp7-E04-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-E04-PE.png
国木田花丸,Kunikida Hanamaru,ブースターパック MELLOW MOMENT,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,SECE,PL!S-bp7-E03-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-E03-SECE.png
桜内梨子,Sakurauchi Riko,ブースターパック MELLOW MOMENT,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE+,PL!S-bp7-E04-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-E04-PE2.png
渡辺 曜,Watanabe You,ブースターパック MELLOW MOMENT,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,SECE,PL!S-bp7-E02-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-E02-SECE.png
小原鞠莉,Ohara Mari,ブースターパック MELLOW MOMENT,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE,PL!S-bp7-E06-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-E06-PE.png
津島善子,Tsushima Yoshiko,ブースターパック MELLOW MOMENT,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE+,PL!S-bp7-E05-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-E05-PE2.png
小原鞠莉,Ohara Mari,ブースターパック MELLOW MOMENT,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE+,PL!S-bp7-E06-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-E06-PE2.png
津島善子,Tsushima Yoshiko,ブースターパック MELLOW MOMENT,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE,PL!S-bp7-E05-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!S-bp7-E05-PE.png
上原歩夢,Uehara Ayumu,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,4,pink:1,pink,1,R,PL!N-bp7-001-R,,,,<自動> <ターン1回> 自分のエネルギー置き場にあるエネルギーがメンバーの下に置かれたとき、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!N-bp7-001-R.png
Poppin' Up!,,ブースターパック MELLOW MOMENT,ライブ,ラブライブ！虹ヶ咲学園スクールアイドル同好会,,,,all,,SECL,PL!N-bp1-026-SECL,"yellow:1,grey:2",,1,<ライブ成功時> ライブの合計スコアが相手より高い場合、エールにより公開された自分のカードの中から、『虹ヶ咲』のカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!N-bp1-026-SECL.png
中須かすみ,Nakasu Kasumi,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,13,"yellow:2,green:2,blue:1,purple:1",yellow,3,R,PL!N-bp7-002-R,,,,<登場> 自分のステージに『QU4RTZ』のメンバーが3人以上いる場合、自分の控え室からカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!N-bp7-002-R.png
中須かすみ,Nakasu Kasumi,ブースターパック MELLOW MOMENT,メンバー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,13,"yellow:2,green:2,blue:1,purple:1",yellow,3,P,PL!N-bp7-002-P,,,,<登場> 自分のステージに『QU4RTZ』のメンバーが3人以上いる場合、自分の控え室からカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP07/PL!N-bp7-002-P.png
