card_name,product,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
松浦果南,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,LLE,PL!S-pb1-066-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-066-LLE.png
黒澤ダイヤ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,LLE,PL!S-pb1-067-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-067-LLE.png
渡辺 曜,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,LLE,PL!S-pb1-068-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-068-LLE.png
津島善子,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,LLE,PL!S-pb1-069-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-069-LLE.png
国木田花丸,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,LLE,PL!S-pb1-070-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-070-LLE.png
小原鞠莉,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,LLE,PL!S-pb1-071-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-071-LLE.png
黒澤ルビィ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,LLE,PL!S-pb1-072-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-072-LLE.png
高海千歌,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,CYaRon！,5,red:3,,1,N,PL!S-pb1-010-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-010-N.png
桜内梨子,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,5,blue:3,,1,N,PL!S-pb1-011-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-011-N.png
松浦果南,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,AZALEA,5,green:3,,1,N,PL!S-pb1-012-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-012-N.png
渡辺 曜,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,CYaRon！,4,red:1,,2,N,PL!S-pb1-014-N,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを4枚見る。その中からハートに red を2個以上持つメンバーカードか、必要ハートに red を2以上含むライブカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-014-N.png
黒澤ダイヤ,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,AZALEA,4,green:1,,2,N,PL!S-pb1-013-N,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを4枚見る。その中からハートに green を2個以上持つメンバーカードか、必要ハートに green を2以上含むライブカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-013-N.png
津島善子,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,4,blue:1,,2,N,PL!S-pb1-015-N,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを4枚見る。その中からハートに blue を2個以上持つメンバーカードか、必要ハートに blue を2以上含むライブカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-015-N.png
国木田花丸,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,AZALEA,4,green:2,green,,N,PL!S-pb1-016-N,,,,<ライブ開始時> <E> 支払ってもよい：ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-016-N.png
小原鞠莉,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,4,blue:2,blue,,N,PL!S-pb1-017-N,,,,<ライブ開始時> <E> 支払ってもよい：ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-017-N.png
黒澤ルビィ,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,CYaRon！,4,red:2,red,,N,PL!S-pb1-018-N,,,,<ライブ開始時> <E> 支払ってもよい：ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-018-N.png
高海千歌,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,CYaRon！,13,"red:3,green:1,blue:1",red,4,P+,PL!S-pb1-001-P＋,,,,<登場> 相手の手札の枚数が自分より2枚以上多い場合、自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-001-P2.png
桜内梨子,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,13,"red:1,green:1,blue:3",,5,P+,PL!S-pb1-002-P＋,,,,<登場> 相手は手札からライブカードを1枚控え室に置いてもよい。そうしなかった場合、ライブ終了時まで、「 <常時> ライブの合計スコアを＋１する。」を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-002-P2.png
松浦果南,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,AZALEA,15,"red:1,green:4,blue:1",green,5,P+,PL!S-pb1-003-P＋,,,,<ライブ開始時> <E> <E> 支払ってもよい：ライブ終了時まで、このメンバーが元々持つハートはすべて green になる。 <ライブ成功時> エールにより公開された自分のカードの中から、ライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-003-P2.png
黒澤ダイヤ,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,AZALEA,2,green:1,green,1,P+,PL!S-pb1-004-P＋,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-004-P2.png
渡辺 曜,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,CYaRon！,15,"red:4,green:1,blue:1",red,5,P+,PL!S-pb1-005-P＋,,,,<常時> 相手のエネルギーが自分より多い場合、 <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-005-P2.png
津島善子,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,9,blue:4,,1,P+,PL!S-pb1-006-P＋,,,,<起動> <ターン1回> 手札のライブカードを1枚公開する：相手は手札を1枚控え室に置いてもよい。そうしなかった場合、ライブ終了時まで、 <ブレード> <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-006-P2.png
国木田花丸,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,AZALEA,9,green:4,,2,P+,PL!S-pb1-007-P＋,,,,<ライブ成功時> エールにより公開された自分のカードの中にライブカードが1枚以上あるとき、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-007-P2.png
小原鞠莉,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,11,blue:4,blue,3,P+,PL!S-pb1-008-P＋,,,,<ライブ開始時> 自分か相手を選ぶ。自分は、そのプレイヤーのデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-008-P2.png
黒澤ルビィ,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,CYaRon！,11,red:4,red,3,P+,PL!S-pb1-009-P＋,,,,<常時> 自分と相手の成功ライブカード置き場にカードが合計3枚以上ある場合、 <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-009-P2.png
高海千歌,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,PE,PL!S-pb1-025-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-025-PE.png
桜内梨子,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE,PL!S-pb1-026-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-026-PE.png
松浦果南,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,PE,PL!S-pb1-027-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-027-PE.png
黒澤ダイヤ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,PE,PL!S-pb1-028-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-028-PE.png
渡辺 曜,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,PE,PL!S-pb1-029-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-029-PE.png
津島善子,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE,PL!S-pb1-030-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-030-PE.png
国木田花丸,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,PE,PL!S-pb1-031-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-031-PE.png
小原鞠莉,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE,PL!S-pb1-032-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-032-PE.png
黒澤ルビィ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,PE,PL!S-pb1-033-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-033-PE.png
高海千歌,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,PE+,PL!S-pb1-025-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-025-PE2.png
桜内梨子,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE+,PL!S-pb1-026-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-026-PE2.png
松浦果南,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,PE+,PL!S-pb1-027-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-027-PE2.png
黒澤ダイヤ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,PE+,PL!S-pb1-028-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-028-PE2.png
渡辺 曜,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,PE+,PL!S-pb1-029-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-029-PE2.png
津島善子,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE+,PL!S-pb1-030-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-030-PE2.png
国木田花丸,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,PE+,PL!S-pb1-031-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-031-PE2.png
小原鞠莉,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,PE+,PL!S-pb1-032-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-032-PE2.png
黒澤ルビィ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,PE+,PL!S-pb1-033-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-033-PE2.png
高海千歌,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,CYaRon！,13,"red:3,green:1,blue:1",red,4,R,PL!S-pb1-001-R,,,,<登場> 相手の手札の枚数が自分より2枚以上多い場合、自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-001-R.png
桜内梨子,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,13,"red:1,green:1,blue:3",,5,R,PL!S-pb1-002-R,,,,<登場> 相手は手札からライブカードを1枚控え室に置いてもよい。そうしなかった場合、ライブ終了時まで、「 <常時> ライブの合計スコアを＋１する。」を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-002-R.png
黒澤ダイヤ,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,AZALEA,2,green:1,green,1,R,PL!S-pb1-004-R,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-004-R.png
松浦果南,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,AZALEA,15,"red:1,green:4,blue:1",green,5,R,PL!S-pb1-003-R,,,,<ライブ開始時> <E> <E> 支払ってもよい：ライブ終了時まで、このメンバーが元々持つハートはすべて green になる。 <ライブ成功時> エールにより公開された自分のカードの中から、ライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-003-R.png
津島善子,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,9,blue:4,,1,R,PL!S-pb1-006-R,,,,<起動> <ターン1回> 手札のライブカードを1枚公開する：相手は手札を1枚控え室に置いてもよい。そうしなかった場合、ライブ終了時まで、 <ブレード> <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-006-R.png
渡辺 曜,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,CYaRon！,15,"red:4,green:1,blue:1",red,5,R,PL!S-pb1-005-R,,,,<常時> 相手のエネルギーが自分より多い場合、 <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-005-R.png
国木田花丸,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,AZALEA,9,green:4,,2,R,PL!S-pb1-007-R,,,,<ライブ成功時> エールにより公開された自分のカードの中にライブカードが1枚以上あるとき、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-007-R.png
小原鞠莉,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,11,blue:4,blue,3,R,PL!S-pb1-008-R,,,,<ライブ開始時> 自分か相手を選ぶ。自分は、そのプレイヤーのデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-008-R.png
黒澤ルビィ,プレミアムブースター ラブライブ！サンシャイン!!,メンバー,ラブライブ！サンシャイン!!,CYaRon！,11,red:4,red,3,R,PL!S-pb1-009-R,,,,<常時> 自分と相手の成功ライブカード置き場にカードが合計3枚以上ある場合、 <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-009-R.png
高海千歌,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,SECE,PL!S-pb1-052-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-052-SECE.png
CHIKA＆RIKO＆YOU,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,,,,,,SECE,PL!S-pb1-053-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-053-SECE.png
高海千歌,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,SRE,PL!S-pb1-034-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-034-SRE.png
桜内梨子,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,SRE,PL!S-pb1-035-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-035-SRE.png
松浦果南,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,SRE,PL!S-pb1-036-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-036-SRE.png
黒澤ダイヤ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,SRE,PL!S-pb1-037-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-037-SRE.png
渡辺 曜,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,SRE,PL!S-pb1-038-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-038-SRE.png
津島善子,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,SRE,PL!S-pb1-039-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-039-SRE.png
国木田花丸,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,SRE,PL!S-pb1-040-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-040-SRE.png
小原鞠莉,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,SRE,PL!S-pb1-041-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-041-SRE.png
黒澤ルビィ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,SRE,PL!S-pb1-042-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-042-SRE.png
高海千歌,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,SRE,PL!S-pb1-043-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-043-SRE.png
桜内梨子,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,SRE,PL!S-pb1-044-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-044-SRE.png
松浦果南,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,SRE,PL!S-pb1-045-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-045-SRE.png
黒澤ダイヤ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,SRE,PL!S-pb1-046-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-046-SRE.png
渡辺 曜,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,SRE,PL!S-pb1-047-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-047-SRE.png
津島善子,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,SRE,PL!S-pb1-048-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-048-SRE.png
国木田花丸,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,SRE,PL!S-pb1-049-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-049-SRE.png
小原鞠莉,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,SRE,PL!S-pb1-050-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-050-SRE.png
黒澤ルビィ,プレミアムブースター ラブライブ！サンシャイン!!,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,SRE,PL!S-pb1-051-SRE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBLS/PL!S-pb1-051-SRE.png
