card_name,card_name_eng,収録商品,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
百生吟子,Momose Ginko,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,スリーズブーケ,4,"green:1,blue:1",green,,P+,PL!HS-pb1-004-P＋,,,,<登場> <E> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを3枚控え室に置く。その後、自分の控え室から『スリーズブーケ』のライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-004-P2.png
徒町小鈴,Kachimachi Kosuzu,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,DOLLCHESTRA,11,"green:1,blue:1,purple:1",blue,4,R,PL!HS-pb1-005-R,,,,<ライブ開始時> 数1つを選ぶ。自分のデッキの一番上のカードを公開する。公開したカードがメンバーカードで、かつコストが選んだ数以上の場合、公開したカードを手札に加える。選んだ数以下の場合、ライブ終了時まで、 <ブレード> <ブレード> を得る。 (公開したカードがメンバーカード以外の場合、何も起こらない。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-005-R.png
徒町小鈴,Kachimachi Kosuzu,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,DOLLCHESTRA,11,"green:1,blue:1,purple:1",blue,4,P+,PL!HS-pb1-005-P＋,,,,<ライブ開始時> 数1つを選ぶ。自分のデッキの一番上のカードを公開する。公開したカードがメンバーカードで、かつコストが選んだ数以上の場合、公開したカードを手札に加える。選んだ数以下の場合、ライブ終了時まで、 <ブレード> <ブレード> を得る。 (公開したカードがメンバーカード以外の場合、何も起こらない。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-005-P2.png
安養寺姫芽,Anyoji Hime,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,みらくらぱーく！,11,"pink:2,green:1,purple:1",pink,3,R,PL!HS-pb1-006-R,,,,<ライブ開始時> 自分のステージにいるほかの『みらくらぱーく！』のメンバーがいるエリアにポジションチェンジしてもよい。そうした場合、ライブ終了時まで、 pink <ブレード> を得る。(このメンバーを今いるエリア以外のエリアに移動させる。そのエリアにメンバーがいる場合、そのメンバーはこのメンバーがいたエリアに移動させる。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-006-R.png
安養寺姫芽,Anyoji Hime,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,みらくらぱーく！,11,"pink:2,green:1,purple:1",pink,3,P+,PL!HS-pb1-006-P＋,,,,<ライブ開始時> 自分のステージにいるほかの『みらくらぱーく！』のメンバーがいるエリアにポジションチェンジしてもよい。そうした場合、ライブ終了時まで、 pink <ブレード> を得る。(このメンバーを今いるエリア以外のエリアに移動させる。そのエリアにメンバーがいる場合、そのメンバーはこのメンバーがいたエリアに移動させる。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-006-P2.png
セラス 柳田 リリエンフェルト,Ceras Yanagida Lilienfeld,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,11,"pink:1,blue:1,purple:2",purple,4,R,PL!HS-pb1-007-R,,,,<登場> <E> <E> 手札を1枚控え室に置いてもよい：自分の控え室から『蓮ノ空』のカードを1枚手札に加える。 <常時> 自分のステージにメンバーがちょうど2人おり、かつ相手のステージにメンバーが3人以上いるかぎり、 purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-007-R.png
セラス 柳田 リリエンフェルト,Ceras Yanagida Lilienfeld,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,11,"pink:1,blue:1,purple:2",purple,4,P+,PL!HS-pb1-007-P＋,,,,<登場> <E> <E> 手札を1枚控え室に置いてもよい：自分の控え室から『蓮ノ空』のカードを1枚手札に加える。 <常時> 自分のステージにメンバーがちょうど2人おり、かつ相手のステージにメンバーが3人以上いるかぎり、 purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-007-P2.png
桂城 泉,Katsuragi Izumi,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,17,"pink:1,green:1,blue:1,purple:5",,4,P+,PL!HS-pb1-008-P＋,,,,<登場> 自分と相手のステージにいる元々持つ <ブレード> の数が3つ以下のすべてのメンバーをウェイトにする。 <常時> 相手のステージにいるメンバーはアクティブフェイズにアクティブにならない。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-008-P2.png
桂城 泉,Katsuragi Izumi,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,17,"pink:1,green:1,blue:1,purple:5",,4,R,PL!HS-pb1-008-R,,,,<登場> 自分と相手のステージにいる元々持つ <ブレード> の数が3つ以下のすべてのメンバーをウェイトにする。 <常時> 相手のステージにいるメンバーはアクティブフェイズにアクティブにならない。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-008-R.png
日野下花帆,Hinoshita Kaho,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,スリーズブーケ,15,"pink:1,green:3,purple:1",green,4,R,PL!HS-pb1-009-R,,,,<自動> <センター> <ターン2回> 自分のステージに『蓮ノ空』のメンバーが登場するたび、ライブ終了時まで、 <ブレード> <ブレード> を得る。 <ライブ開始時> このメンバーが持つ <ブレード> の数が8つ以上の場合、カードを2枚引き、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-009-R.png
日野下花帆,Hinoshita Kaho,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,スリーズブーケ,15,"pink:1,green:3,purple:1",green,4,P+,PL!HS-pb1-009-P＋,,,,<自動> <センター> <ターン2回> 自分のステージに『蓮ノ空』のメンバーが登場するたび、ライブ終了時まで、 <ブレード> <ブレード> を得る。 <ライブ開始時> このメンバーが持つ <ブレード> の数が8つ以上の場合、カードを2枚引き、手札を1枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-009-P2.png
村野さやか,Murano Sayaka,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,DOLLCHESTRA,2,blue:1,,1,R,PL!HS-pb1-010-R,,,,<登場> / <ライブ開始時> 自分のステージにコスト10以上のメンバーがいる場合、相手のステージにいるコスト4以下のメンバー1人をウェイトにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-010-R.png
村野さやか,Murano Sayaka,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,DOLLCHESTRA,2,blue:1,,1,P+,PL!HS-pb1-010-P＋,,,,<登場> / <ライブ開始時> 自分のステージにコスト10以上のメンバーがいる場合、相手のステージにいるコスト4以下のメンバー1人をウェイトにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-010-P2.png
大沢瑠璃乃,Osawa Rurino,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,みらくらぱーく！,7,"pink:2,blue:1",,1,R,PL!HS-pb1-011-R,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを3枚見る。その中から1枚を手札に加え、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-011-R.png
大沢瑠璃乃,Osawa Rurino,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,みらくらぱーく！,7,"pink:2,blue:1",,1,P+,PL!HS-pb1-011-P＋,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを3枚見る。その中から1枚を手札に加え、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-011-P2.png
百生吟子,Momose Ginko,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,スリーズブーケ,13,"pink:2,green:2,blue:2",,3,R,PL!HS-pb1-012-R,,,,<登場> 自分と相手はそれぞれ、自身の控え室にあるすべてのメンバーカードをシャッフルし、自身のデッキの下に置く。これにより自分と相手のカードが合計20枚以上デッキの下に置かれた場合、自分の控え室からライブカードを1枚手札に加え、ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-012-R.png
百生吟子,Momose Ginko,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,スリーズブーケ,13,"pink:2,green:2,blue:2",,3,P+,PL!HS-pb1-012-P＋,,,,<登場> 自分と相手はそれぞれ、自身の控え室にあるすべてのメンバーカードをシャッフルし、自身のデッキの下に置く。これにより自分と相手のカードが合計20枚以上デッキの下に置かれた場合、自分の控え室からライブカードを1枚手札に加え、ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-012-P2.png
徒町小鈴,Kachimachi Kosuzu,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,DOLLCHESTRA,9,"green:1,blue:2",,4,R,PL!HS-pb1-013-R,,,,<ライブ開始時> 自分のデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。 <ライブ成功時> 自分のステージに、このメンバーよりコストが高いメンバーがいる場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-013-R.png
徒町小鈴,Kachimachi Kosuzu,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,DOLLCHESTRA,9,"green:1,blue:2",,4,P+,PL!HS-pb1-013-P＋,,,,<ライブ開始時> 自分のデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。 <ライブ成功時> 自分のステージに、このメンバーよりコストが高いメンバーがいる場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-013-P2.png
安養寺姫芽,Anyoji Hime,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,みらくらぱーく！,9,"pink:2,green:1",,4,P+,PL!HS-pb1-014-P＋,,,,<登場> 自分のステージにいるメンバーが『みらくらぱーく！』のみの場合、相手のステージにいるメンバー1人をこのメンバーの正面のエリアにポジションチェンジさせる。 <常時> このメンバーの正面のエリアにいる相手のメンバーのコストが、このメンバーのコストより高いかぎり、 pink を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-014-P2.png
安養寺姫芽,Anyoji Hime,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,みらくらぱーく！,9,"pink:2,green:1",,4,R,PL!HS-pb1-014-R,,,,<登場> 自分のステージにいるメンバーが『みらくらぱーく！』のみの場合、相手のステージにいるメンバー1人をこのメンバーの正面のエリアにポジションチェンジさせる。 <常時> このメンバーの正面のエリアにいる相手のメンバーのコストが、このメンバーのコストより高いかぎり、 pink を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-014-R.png
セラス 柳田 リリエンフェルト,Ceras Yanagida Lilienfeld,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,9,"blue:1,purple:2",,5,R,PL!HS-pb1-015-R,,,,<常時> 自分のステージにほかのメンバーがいないかぎり、 <ブレード> <ブレード> <ブレード> を失う。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-015-R.png
セラス 柳田 リリエンフェルト,Ceras Yanagida Lilienfeld,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,9,"blue:1,purple:2",,5,P+,PL!HS-pb1-015-P＋,,,,<常時> 自分のステージにほかのメンバーがいないかぎり、 <ブレード> <ブレード> <ブレード> を失う。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-015-P2.png
桂城 泉,Katsuragi Izumi,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,2,purple:1,purple,1,P+,PL!HS-pb1-016-P＋,,,,<登場> 自分のステージにいるこのメンバー以外の purple を持つメンバー1人は、ライブ終了時まで、 purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-016-P2.png
桂城 泉,Katsuragi Izumi,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,2,purple:1,purple,1,R,PL!HS-pb1-016-R,,,,<登場> 自分のステージにいるこのメンバー以外の purple を持つメンバー1人は、ライブ終了時まで、 purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-016-R.png
日野下花帆,Hinoshita Kaho,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,スリーズブーケ,7,"green:2,purple:1",,2,N,PL!HS-pb1-017-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-017-N.png
村野さやか,Murano Sayaka,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,DOLLCHESTRA,4,blue:2,blue,,N,PL!HS-pb1-018-N,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『DOLLCHESTRA』のカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-018-N.png
大沢瑠璃乃,Osawa Rurino,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,みらくらぱーく！,2,pink:1,pink,1,N,PL!HS-pb1-019-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-019-N.png
百生吟子,Momose Ginko,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,スリーズブーケ,9,"pink:1,green:1,purple:1",,3,N,PL!HS-pb1-020-N,,,,<登場> 自分の控え室にライブカードが3枚以上ある場合、手札を2枚控え室に置いてもよい。そうした場合、自分の控え室から『スリーズブーケ』のメンバーカード1枚と『蓮ノ空』のライブカード1枚を手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-020-N.png
徒町小鈴,Kachimachi Kosuzu,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,DOLLCHESTRA,5,blue:2,,1,N,PL!HS-pb1-021-N,,,,<ライブ成功時> 自分のライブカード置き場に『DOLLCHESTRA』のカードがある場合、カードを1枚引く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-021-N.png
安養寺姫芽,Anyoji Hime,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,みらくらぱーく！,5,,,2,N,PL!HS-pb1-022-N,,,,<常時> 自分のステージに「大沢瑠璃乃」がいるかぎり、 pink pink を得る。 <常時> 自分のステージに「藤島 慈」がいるかぎり、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-022-N.png
セラス 柳田 リリエンフェルト,Ceras Yanagida Lilienfeld,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,15,"pink:2,blue:2,purple:2",purple,6,N,PL!HS-pb1-023-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-023-N.png
桂城 泉,Katsuragi Izumi,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,メンバー,蓮ノ空女学院スクールアイドルクラブ,Edel Note,4,purple:2,purple,,N,PL!HS-pb1-024-N,,,,<登場> 自分のデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-024-N.png
抱きしめる花びら,Dakishimeru Hanabira,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,ライブ,蓮ノ空女学院スクールアイドルクラブ,,,,all,,L,PL!HS-pb1-025-L,"pink:1,green:1,blue:1,purple:1,grey:4",,3,<ライブ開始時> 自分の控え室に『蓮ノ空』のメンバーカードが10枚以上ある場合、ライブ終了時まで、自分のステージにいる『蓮ノ空』のメンバー1人は、 green を得る。 <ライブ成功時> 自分の手札が6枚以下の場合、自分の控え室からメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-025-L.png
雪舞う空と二秒の永遠,Yuki Mau Sora to Nibyo no Eien,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,ライブ,蓮ノ空女学院スクールアイドルクラブ,,,,all,,L,PL!HS-pb1-026-L,grey:11,,4,<ライブ開始時> 自分の、ステージと控え室に名前の異なる『蓮ノ空』のメンバーが6人以上いる場合、このカードの必要ハートは grey grey 減る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-026-L.png
ユメワズライ,Yume Wazurai,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,ライブ,蓮ノ空女学院スクールアイドルクラブ,スリーズブーケ,,,スコア,,L,PL!HS-pb1-027-L,"green:2,grey:1",,1,<ライブ成功時> 自分のステージに『スリーズブーケ』のメンバーがいる場合、自分のデッキの上からカードを4枚控え室に置いてもよい。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-027-L.png
COMPASS,,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,ライブ,蓮ノ空女学院スクールアイドルクラブ,DOLLCHESTRA,,,blue,,L,PL!HS-pb1-028-L,"pink:1,green:1,blue:7,grey:7",ドロー,7,<ライブ開始時> 自分のステージにいるコスト10以上の『DOLLCHESTRA』のメンバー1人を選ぶ。そのメンバーの <ライブ開始時> 能力1つを発動させてもよい。 （ <ライブ開始時> 能力がコストを持つ場合、支払って発動させる。）,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-028-L.png
全方位キュン♡,Zenhoui Kyun♡,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,ライブ,蓮ノ空女学院スクールアイドルクラブ,みらくらぱーく！,,,all,,L,PL!HS-pb1-029-L,"pink:4,green:1,blue:1,grey:8",,6,<ライブ開始時> 自分のステージに、元々持つハートの数より多い数のハートを持つ『みらくらぱーく！』のメンバーが1人以上いる場合、カードを1枚引く。2人以上いる場合、さらにこのカードの必要ハートを grey grey 減らす。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-029-L.png
Edelied,,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,ライブ,蓮ノ空女学院スクールアイドルクラブ,Edel Note,,,all,,L,PL!HS-pb1-030-L,"purple:9,grey:8",,7,<ライブ開始時> ライブ終了時まで、自分のステージにいる『Edel Note』のメンバー1人は、 <ブレード> <ブレード> を得て、そのメンバーとは名前の異なる『Edel Note』のメンバー1人は、 purple purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-030-L.png
日野下花帆,Hinoshita Kaho,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,エネルギー,蓮ノ空女学院スクールアイドルクラブ,,,,,,PE,PL!HS-pb1-031-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-031-PE.png
日野下花帆,Hinoshita Kaho,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,エネルギー,蓮ノ空女学院スクールアイドルクラブ,,,,,,PE+,PL!HS-pb1-031-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-031-PE2.png
村野さやか,Murano Sayaka,プレミアムブースター 蓮ノ空女学院スクールアイドルクラブ,エネルギー,蓮ノ空女学院スクールアイドルクラブ,,,,,,PE,PL!HS-pb1-032-PE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBHS/PL!HS-pb1-032-PE.png
